,Close,ma7,ma25,after_close_price,ma_action,cash
9919,3118.23,3113.1785714285716,3108.4668,3115.77,-1,65624.72769680669
9921,3115.77,3115.105714285714,3110.0148,3092.93,-1,66105.78656206153
9927,3092.93,3098.14,3107.5896000000002,3083.18,1,65897.39794059901
9933,3083.18,3082.6657142857143,3093.04,3096.04,1,66172.25718901011
9942,3096.04,3088.881428571429,3081.7236,3037.0,-1,67434.13044143551
9945,3037.0,3045.282857142857,3072.4912,3017.07,1,66991.60089922353
9961,3017.07,3018.711428571429,3014.7780000000002,2994.46,-1,67493.63767541084
9965,2994.46,2992.328571428571,3008.9656000000004,3021.06,1,68093.18843319885
9981,3021.06,3017.6885714285713,3018.7432,3027.98,1,68249.16178823244
9986,3027.98,3029.1071428571427,3021.8344,3026.65,-1,68279.13932612183
9995,3026.65,3025.6785714285716,3021.4564,3044.1,-1,67885.47934520537
10000,3044.1,3039.195714285714,3029.95,3036.15,-1,68062.76969729445
10008,3036.15,3039.4899999999993,3037.3988,3015.27,-1,68530.84625190457
10014,3015.27,3015.7599999999998,3028.6324,3035.13,1,68982.2229467156
10027,3035.13,3030.9357142857143,3026.6008,3028.16,-1,69140.63662057425
10032,3028.16,3026.758571428571,3029.3588,3021.22,1,68982.17867312538
10037,3021.22,3018.422857142857,3024.512,3000.93,1,68518.90608613148
10042,3000.93,3005.46,3015.5552000000002,3029.79,1,69177.8536889232
10045,3029.79,3035.737142857143,3018.828,3023.25,-1,69327.17861346436
10051,3023.25,3018.355714285714,3028.0896000000002,3025.15,1,69370.74816258058
10062,3025.15,3023.878571428571,3028.5328000000004,3029.01,1,69459.26314131141
10075,3029.01,3029.312857142857,3030.3280000000004,3038.99,1,69688.11793087971
10080,3038.99,3040.3,3033.652,3039.19,-1,69683.53166255169
10089,3039.19,3039.1742857142854,3041.0236000000004,3042.2,1,69752.54591644969
10094,3042.2,3038.852857142857,3040.8084000000003,3040.31,1,69709.21138493234
10097,3040.31,3039.378571428572,3040.636,3044.94,1,69815.36952298807
10100,3044.94,3045.4985714285717,3041.5212,3036.93,-1,69999.02539465686
10107,3036.93,3037.7428571428572,3041.4739999999997,3032.99,1,69908.21126326267
10112,3032.99,3035.1342857142854,3037.3824,3032.98,1,69907.98077054339
10116,3032.98,3034.577142857143,3036.3088000000002,3035.93,1,69975.9761227294
10121,3035.93,3033.87,3035.4240000000004,3042.53,1,70128.10131745062
10126,3042.53,3041.7200000000003,3038.0504000000005,3045.57,-1,70058.03153079115
10130,3045.57,3042.878571428572,3041.2536,3037.85,-1,70235.61668017787
10137,3037.85,3039.161428571428,3041.0604000000003,3047.21,1,70452.02149678385
10140,3047.21,3043.5099999999998,3041.3188,3023.02,-1,71011.2984747431
10143,3023.02,3020.5799999999995,3034.6023999999998,3019.09,1,70918.98204845226
10153,3019.09,3020.758571428571,3022.9464000000003,3027.06,1,71106.19882136269
10157,3027.06,3026.1157142857146,3022.5868,3067.79,-1,70149.4435941805
10170,3067.79,3072.2700000000004,3046.6184000000003,3030.11,-1,71011.05114705364
10189,3030.11,3029.7357142857145,3046.4663999999993,3041.03,1,71266.96287254409
10208,3041.03,3037.252857142857,3040.2956,3040.29,1,71249.62086916836
10210,3040.29,3042.265714285714,3040.6864,3044.5,-1,71150.9589310443
10214,3044.5,3046.2885714285717,3041.4640000000004,3042.89,-1,71188.58515665737
10220,3042.89,3041.844285714286,3043.8784,3051.4,1,71387.67709218024
10227,3051.4,3048.98,3045.1648,3059.78,-1,71191.62651407429
10232,3059.78,3064.9114285714286,3053.7384,3073.36,-1,70875.66187345923
10240,3073.36,3074.1871428571426,3067.928,3057.15,-1,71249.48546684523
10246,3057.15,3056.908571428571,3067.66,3029.38,1,70602.28195657773
10250,3029.38,3032.0299999999997,3052.054,3050.27,1,71089.14120502886
10257,3050.27,3052.342857142857,3037.228,2984.74,-1,72616.37368712571
10272,2984.74,2988.508571428571,3030.6191999999996,2988.39,1,72705.17531271388
10278,2988.39,2991.9542857142856,2990.1312,2991.39,-1,72632.18767524416
10285,2991.39,2995.317142857143,2992.0191999999997,2914.12,-1,74508.33526605181
10291,2914.12,2915.065714285715,2970.98,2919.78,1,74653.05036961855
10299,2919.78,2917.7371428571428,2916.4796,2895.71,-1,75268.47308036961
10305,2895.71,2893.692857142857,2908.6364000000003,2917.33,1,75830.44385368517
10314,2917.33,2913.447142857143,2903.86,2941.47,-1,75202.97047404421
10323,2941.47,2937.2742857142853,2921.2384,2912.63,-1,75940.30713512571
10336,2912.63,2911.4828571428566,2924.1668,3011.98,1,78530.63598358045
10347,3011.98,3014.762857142857,2974.7780000000002,3043.64,-1,77705.1723565842
10388,3043.64,3044.4542857142856,3042.4444,3040.31,-1,77790.18839788587
10392,3040.31,3040.468571428571,3042.1328000000003,3048.06,1,77988.48197981785
10396,3048.06,3046.684285714286,3043.1864,3041.44,-1,78157.86307819071
10400,3041.44,3038.182857142857,3042.5512,3041.82,1,78167.62818549834
10403,3041.82,3043.942857142857,3042.4892,3041.97,-1,78163.77353787691
10407,3041.97,3038.797142857143,3041.0656,3054.95,1,78497.29615003997
10413,3054.95,3051.792857142857,3044.9776,3056.57,-1,78455.67006131083
10420,3056.57,3061.53,3054.098,3110.66,-1,77067.2944659159
10426,3110.66,3114.5142857142855,3079.0452,3091.7,-1,77537.03268966063
10439,3091.7,3089.4428571428575,3103.7544,3099.6,1,77735.15752656212
10459,3099.6,3103.4914285714285,3098.2115999999996,3105.61,-1,77584.43217595732
10463,3105.61,3103.9185714285713,3101.4431999999997,3072.91,-1,78401.34445153404
10468,3072.91,3078.6157142857146,3093.3419999999996,3086.86,1,78757.26075077447
10479,3086.86,3083.3557142857144,3085.3384,3086.88,1,78757.77102503862
10481,3086.88,3089.6242857142856,3086.0252,3098.94,-1,78450.0756437598
10489,3098.94,3099.2285714285717,3089.4716000000003,3089.35,-1,78692.84776113661
10496,3089.35,3090.825714285714,3096.6391999999996,3102.59,1,79030.10100352012
10503,3102.59,3107.6428571428573,3100.0256,3120.07,-1,78584.84521221623
10508,3120.07,3121.7942857142857,3110.0176,3141.69,-1,78040.30475207011
10513,3141.69,3146.847142857143,3128.2747999999997,3109.25,-1,78846.12183973858
10521,3109.25,3102.5642857142857,3133.8188,3086.02,1,78257.04234779128
10532,3086.02,3080.5985714285716,3070.406,3051.61,-1,79129.63060943168
10540,3051.61,3050.8728571428574,3068.4527999999996,3096.47,1,80292.87074468458
10568,3096.47,3098.7314285714288,3087.1911999999998,3092.7,-1,80390.62855364363
10578,3092.7,3096.2085714285713,3092.5152000000003,3081.38,-1,80684.87691760626
10580,3081.38,3084.058571428571,3090.4215999999997,3072.52,1,80452.88086081028
10585,3072.52,3072.941428571429,3083.1131999999993,3097.87,1,81116.66190367463
10593,3097.87,3099.082857142857,3085.6088,3138.74,-1,80046.49499156947
10605,3138.74,3134.4971428571434,3112.2584,3094.08,-1,81185.44771346536
10626,3094.08,3096.944285714286,3127.2940000000003,2999.13,1,78694.05826639434
10658,2999.13,2986.29,2982.1672000000003,3005.94,-1,78515.37093480346
10666,3005.94,3003.0885714285714,2994.0548,3000.13,-1,78667.12855642305
10672,3000.13,2998.494285714286,3001.6227999999996,3016.19,1,79088.24166972685
10678,3016.19,3016.9157142857143,3007.294,3011.92,-1,79200.20636423539
10684,3011.92,3012.214285714286,3015.1612,2990.94,1,78648.52493527258
10686,2990.94,3003.5728571428576,3011.5959999999995,3007.32,1,79079.24666103096
10689,3007.32,3017.6600000000003,3011.7272,2981.72,-1,79752.41370495128
10696,2981.72,2991.3642857142854,3001.9568,3009.72,1,80501.33298098613
10702,3009.72,3010.4714285714285,2999.4676,2978.38,-1,81339.58762780513
10715,2978.38,2970.344285714286,2988.6103999999996,2958.0,1,80783.00962370401
10727,2958.0,2958.502857142857,2954.3364,2964.59,-1,80603.03665770665
10731,2964.59,2964.15,2956.7844,2980.82,-1,80161.76576191513
10734,2980.82,2971.445714285714,2962.8588,2965.53,-1,80572.95241474881
10741,2965.53,2968.4357142857143,2966.1820000000002,2964.79,-1,80593.05809055953
10743,2964.79,2967.0728571428567,2964.436,2955.56,-1,80843.96082774356
10746,2955.56,2953.4528571428573,2962.9964,2956.83,1,80878.69936468791
10757,2956.83,2956.8314285714287,2961.5560000000005,2962.21,1,81025.85946607421
10760,2962.21,2963.0542857142855,2961.4232,2946.39,-1,81458.58675305026
10767,2946.39,2949.3557142857144,2956.2927999999997,2941.15,1,81313.71693113736
10771,2941.15,2932.0342857142855,2946.3320000000003,2958.51,1,81793.66733350533
10782,2958.51,2957.932857142857,2956.0391999999997,2959.74,-1,81759.66163103342
10788,2959.74,2964.667142857143,2959.4436,2956.9,-1,81838.11360283909
10793,2956.9,2955.6671428571426,2959.4616000000005,2959.01,1,81896.51206734651
10799,2959.01,2960.2714285714287,2957.6171999999997,2948.51,-1,82187.12054001377
10801,2948.51,2954.4514285714286,2957.1924000000004,2963.5,1,82604.95359362214
10806,2963.5,2965.912857142857,2961.0580000000004,2960.15,-1,82698.3318944619
10811,2960.15,2958.922857142857,2962.2852,2966.07,1,82863.72017708785
10815,2966.07,2964.2000000000003,2961.848,2970.01,-1,82753.6475700699
10817,2970.01,2968.682857142857,2963.4363999999996,2956.92,-1,83118.37538132044
10823,2956.92,2956.7985714285714,2963.6696,2938.24,1,82593.28466120522
10848,2938.24,2936.312857142857,2952.77,2936.35,1,82540.15717399871
10857,2936.35,2930.921428571429,2936.5068,2958.33,1,83158.0101733634
10864,2958.33,2956.921428571429,2943.3783999999996,2946.66,-1,83486.05132452745
10870,2946.66,2948.632857142857,2953.4703999999997,2950.46,1,83593.71457547368
10881,2950.46,2950.2742857142853,2952.5127999999995,2944.11,1,83413.80361665566
10884,2944.11,2947.1642857142856,2950.5075999999995,2950.5,1,83594.84787285207
10887,2950.5,2950.5885714285714,2949.37,2950.29,-1,83600.79768408857
10889,2950.29,2951.9842857142858,2949.8471999999997,2947.09,-1,83691.47438115532
10892,2947.09,2946.3385714285714,2949.1208,2936.52,1,83391.30747610361
10895,2936.52,2939.89,2946.4204000000004,2943.75,1,83596.62504691948
10907,2943.75,2930.757142857143,2934.2208,2939.42,1,83473.66168846405
10909,2939.42,2944.951428571428,2937.0040000000004,2929.3,-1,83761.04949159775
10916,2929.3,2931.4171428571426,2939.2528,2924.37,1,83620.0799855746
10918,2924.37,2925.941428571429,2934.7727999999997,2962.54,1,84711.52137399309
10926,2962.54,2960.4928571428572,2941.8304,2922.56,-1,85854.71830113407
10941,2922.56,2927.4842857142858,2937.5056,2853.89,1,83837.43088676485
10949,2853.89,2856.212857142857,2892.1816,2854.08,1,83843.01243050637
10955,2854.08,2857.3114285714287,2859.3128,2875.61,1,84475.48946605857
10959,2875.61,2875.414285714286,2865.4712,2863.08,-1,84843.57758753879
10964,2863.08,2865.0528571428576,2869.8615999999997,2847.61,1,84385.14466031385
10970,2847.61,2845.277142857143,2857.7388,2812.82,1,83354.18916334189
10973,2812.82,2817.5542857142855,2842.7111999999997,2865.74,1,84922.40315873583
10993,2865.74,2860.3871428571433,2839.0536000000006,2874.21,-1,84671.40594518732
11004,2874.21,2879.671428571429,2866.2932,2925.68,-1,83155.15025614624
11012,2925.68,2923.5457142857144,2893.9976,3021.6,-1,80428.86371333583
11024,3021.6,3009.59,2968.0231999999996,3007.96,-1,80791.9328492406
11041,3007.96,3009.2671428571425,3010.8259999999996,3016.76,1,81028.29537037564
11043,3016.76,3017.175714285714,3012.7764,3004.75,-1,81350.87649297016
11049,3004.75,3003.8928571428573,3010.5556,3000.15,1,81226.33567198084
11052,3000.15,2997.5571428571425,3004.3876,2996.1,1,81116.68560132719
11057,2996.1,2998.4171428571426,2999.91,3009.38,1,81476.22953670507
11061,3009.38,3008.8742857142856,3002.9488,2999.4,-1,81746.42897006885
11067,2999.4,2995.8628571428567,3004.074,3010.0,1,82035.32413146204
11073,3010.0,3007.5142857142855,3001.1107999999995,2992.75,-1,82505.4601252387
11084,2992.75,2995.5828571428574,2996.6827999999996,3005.45,1,82855.5793612559
11087,3005.45,3004.672857142857,2998.17,2889.99,-1,86038.6318801967
11100,2889.99,2907.4542857142856,2940.8508,2841.99,1,84609.61159630318
11155,2841.99,2843.552857142857,2840.3696,2851.54,-1,84325.2961023202
11159,2851.54,2849.2042857142856,2844.2163999999993,2868.16,-1,83833.81205467557
11165,2868.16,2871.1128571428567,2856.7164000000002,2901.72,-1,82852.88256240355
11169,2901.72,2890.5499999999997,2873.8984,2838.55,-1,84656.57712682293
11194,2838.55,2847.378571428571,2871.0916,2882.57,1,85969.4243640119
11203,2882.57,2884.8028571428576,2864.2952,2882.22,-1,85979.86272232668
11256,2882.22,2880.4614285714283,2884.1436,2934.69,1,87545.10180783733
11267,2934.69,2929.655714285714,2905.7388,2870.36,-1,89464.1380260744
11289,2870.36,2867.4585714285713,2900.2551999999996,2976.55,1,92773.89597176375
11304,2976.55,2962.1614285714286,2931.6223999999997,2921.38,-1,94493.4490922429
11322,2921.38,2925.4957142857143,2939.2699999999995,2931.28,1,94813.66938060429
11327,2931.28,2933.7271428571435,2929.0016000000005,2941.58,-1,94480.51089877376
11329,2941.58,2937.8571428571427,2931.0559999999996,2937.85,-1,94600.31464562152
11334,2937.85,2940.0557142857147,2936.7792,2910.83,-1,95470.37285203938
11341,2910.83,2913.765714285714,2925.4975999999997,2922.1,1,95840.01006961735
11351,2922.1,2928.7485714285717,2922.8648,2916.77,-1,96014.825186715
11357,2916.77,2920.424285714286,2923.0743999999995,2925.46,1,96300.88436548896
11360,2925.46,2926.4971428571434,2922.5144,2887.98,-1,97534.65859108717
11366,2887.98,2890.9285714285716,2911.5932000000003,2868.87,1,96889.26377336831
11379,2868.87,2866.4399999999996,2856.5684,2847.36,-1,97615.71288530616
11387,2847.36,2853.441428571429,2863.9088,2829.04,1,96987.65044850195
11397,2829.04,2823.292857142857,2842.874,2819.24,1,96651.67818427262
11421,2819.24,2819.787142857143,2813.0247999999997,2812.46,-1,96884.11613850473
11438,2812.46,2815.8328571428574,2825.7736,2838.01,1,97764.2670268156
11448,2838.01,2834.031428571429,2824.4128,2825.87,-1,98182.46787942204
11454,2825.87,2826.5885714285714,2830.2556,2820.88,1,98009.0945413993
11460,2820.88,2823.651428571429,2826.5832,2835.74,1,98525.3926983167
11466,2835.74,2832.712857142857,2827.2912,2822.93,-1,98970.46533560554
11476,2822.93,2826.7057142857147,2830.5443999999993,2777.99,1,97394.89218565775
11484,2777.99,2792.9842857142858,2811.788,2791.58,1,97871.35055476747
11494,2791.58,2792.7671428571425,2807.9776,2792.64,1,97908.51360636837
11502,2792.64,2792.692857142857,2789.3772000000004,2801.79,-1,97587.71934019076
11505,2801.79,2804.0014285714287,2793.2056,2788.87,-1,98037.72927450963
11509,2788.87,2789.0471428571427,2794.7151999999996,2794.65,1,98240.91482105956
11514,2794.65,2788.0828571428574,2791.1292,2726.25,1,95836.43534285639
11518,2726.25,2735.7285714285713,2775.6692,2771.49,1,97426.76650651006
11534,2771.49,2768.837142857143,2766.6088,2768.6,-1,97528.35927978501
11537,2768.6,2774.444285714286,2769.7347999999997,2784.35,-1,96973.54036096083
11543,2784.35,2787.2599999999998,2777.5204,2770.52,-1,97455.21258722265
11552,2770.52,2769.38,2776.9103999999998,2779.07,1,97755.96553887821
11556,2779.07,2777.894285714286,2774.1036,2764.73,-1,98260.38627884789
11560,2764.73,2765.0128571428572,2772.0427999999997,2757.79,1,98013.73395447075
11568,2757.79,2758.0814285714287,2764.7459999999996,2760.61,1,98113.95867417443
11575,2760.61,2764.93,2761.6756,2766.29,-1,97912.08760753724
11577,2766.29,2760.0099999999998,2762.1816,2766.22,1,97909.60997643835
11579,2766.22,2763.7400000000002,2762.4875999999995,2820.75,-1,95979.5353504089
11585,2820.75,2809.535714285714,2782.6872,2841.16,-1,95285.05965546895
11632,2841.16,2841.9542857142856,2838.7788,2852.11,-1,94917.82535566627
11637,2852.11,2854.828571428571,2843.6932,2865.52,-1,94471.5424149594
11641,2865.52,2864.3642857142854,2853.212,2849.62,-1,94995.73960234525
11648,2849.62,2852.0714285714284,2859.5904000000005,2837.63,1,94596.03756564137
11652,2837.63,2838.2200000000003,2849.5404000000003,2807.84,1,93602.94968629119
11657,2807.84,2812.5685714285714,2832.6603999999998,2831.36,1,94387.01906938337
11672,2831.36,2822.1242857142856,2809.3664000000003,2821.0,-1,94732.38296431684
11679,2821.0,2822.0728571428576,2826.2512,2791.49,1,93741.40365865325
11687,2791.49,2798.274285714286,2813.8336,2840.73,1,95394.93876576526
11696,2840.73,2841.192857142857,2813.6683999999996,2846.02,-1,95217.29455949753
11701,2846.02,2831.8414285714284,2836.5644,2869.34,1,95997.49543971886
11705,2869.34,2869.047142857143,2849.3032000000003,2831.39,-1,97267.16196649412
11717,2831.39,2837.035714285714,2852.1540000000005,2849.65,1,97894.45046348966
11727,2849.65,2850.1985714285715,2845.0968,2841.03,-1,98190.574606102
11734,2841.03,2837.9500000000003,2845.9072,2842.19,1,98230.66607523224
11739,2842.19,2844.218571428572,2842.6924,2840.11,-1,98302.5542267761
11741,2840.11,2839.968571428572,2841.4988,2844.81,1,98465.2317304171
11747,2844.81,2847.7514285714283,2843.6004000000003,2828.46,-1,99031.14176967888
11754,2828.46,2830.7042857142856,2839.762,2841.95,1,99503.45889718748
11761,2841.95,2844.1957142857145,2835.1852000000003,2803.34,-1,100855.28723618724
11778,2803.34,2808.3757142857144,2821.4632,2776.26,1,99881.03467375958
11787,2776.26,2784.1857142857143,2802.0116,2793.79,1,100511.70850756152
11819,2793.79,2797.964285714286,2793.0264,2812.29,-1,99846.13714844365
11836,2812.29,2812.5485714285714,2802.2168,2841.49,-1,98809.43495744112
11842,2841.49,2835.9542857142856,2821.5519999999997,2834.0,-1,99069.89079850732
11848,2834.0,2835.374285714286,2836.83,2866.5,1,100206.01339940763
11852,2866.5,2863.29,2845.2904,2949.76,-1,97295.44208399346
11885,2949.76,2941.5485714285714,2872.5071999999996,2945.0,-1,97452.44682482656
11893,2945.0,2947.3228571428576,2950.4471999999996,2926.96,1,96855.48854274851
11899,2926.96,2928.7328571428575,2938.5232,2948.75,1,97576.53737681064
11906,2948.75,2946.4357142857143,2936.4151999999995,2947.8,-1,97607.97364997993
11914,2947.8,2947.7314285714288,2945.3996,2941.28,-1,97823.86481905445
11920,2941.28,2940.7014285714286,2944.8456,2948.24,1,98055.3470645872
11925,2948.24,2946.0857142857144,2943.0451999999996,2935.28,-1,98486.382970062
11928,2935.28,2933.6271428571426,2940.6627999999996,2927.41,1,98222.32372052723
11938,2927.41,2929.6457142857143,2931.3691999999996,2926.56,1,98193.80397947202
11940,2926.56,2926.5171428571434,2930.258,2920.78,1,97999.86974029656
11943,2920.78,2921.8199999999997,2927.4039999999995,2930.61,1,98329.692157441
11947,2930.61,2930.962857142857,2926.7663999999995,2925.13,-1,98513.56060565579
11952,2925.13,2926.6685714285713,2928.9176,2931.78,1,98737.52165286655
11955,2931.78,2930.967142857143,2929.2324000000003,2766.91,-1,104290.07170604522
11966,2766.91,2774.4485714285715,2847.6544,2730.08,1,102901.87933949422
11979,2730.08,2725.0171428571425,2745.052,2754.75,1,103831.73830454481
11988,2754.75,2748.542857142857,2726.9703999999997,2748.46,-1,104068.82030252487
12011,2748.46,2752.5957142857146,2739.7648000000004,2738.5,-1,104445.94984059824
12018,2738.5,2738.402857142857,2744.462,2754.02,1,105037.88014606696
12024,2754.02,2750.85,2744.6131999999993,2724.63,-1,106158.81002220907
12032,2724.63,2721.842857142857,2739.3275999999996,2725.73,1,106201.6689392086
12040,2725.73,2731.957142857143,2726.9556,2674.62,-1,108193.05007361405
12046,2674.62,2680.63,2709.5596,2671.72,1,108075.74000892692
12056,2671.72,2656.3657142857146,2679.6168,2705.05,1,109423.99671790001
12062,2705.05,2709.912857142857,2681.4076,2711.73,-1,109153.77905165519
12066,2711.73,2698.8757142857144,2696.3027999999995,2710.18,-1,109216.17035076318
12068,2710.18,2707.89,2702.9791999999998,2678.37,-1,110498.06542004188
12074,2678.37,2679.59,2693.2171999999996,2680.94,1,110604.09260378778
12080,2680.94,2691.7714285714287,2684.7752,2695.29,-1,110012.07311477857
12085,2695.29,2700.9914285714285,2689.3124,2686.06,-1,110388.80861813792
12089,2686.06,2688.8585714285714,2691.4692,2696.77,1,110828.95669386975
12094,2696.77,2701.917142857143,2695.2464,2687.63,-1,111204.58259603492
12099,2687.63,2688.348571428571,2695.6876,2666.23,1,110319.1266115597
12114,2666.23,2666.3185714285714,2674.7716000000005,2667.12,1,110355.95165016637
12125,2667.12,2663.432857142857,2667.7264,2678.83,1,110840.46985475539
12129,2678.83,2673.8528571428574,2667.3851999999997,2690.8,-1,110345.19377371947
12133,2690.8,2686.3142857142857,2676.1971999999996,2691.18,-1,110329.61061122728
12142,2691.18,2693.214285714286,2688.6576,2688.8,-1,110427.1828558392
12146,2688.8,2686.7128571428575,2689.8127999999997,2679.15,1,110030.86393492323
12151,2679.15,2676.7200000000003,2683.6792,2688.93,1,110432.52186720903
12158,2688.93,2691.7400000000002,2681.9264000000003,2689.15,-1,110423.48661719849
12165,2689.15,2687.842857142857,2691.0876000000003,2685.01,1,110253.4874596226
12168,2685.01,2683.6800000000003,2688.3616,2691.47,1,110518.75184559848
12171,2691.47,2695.105714285714,2688.4132,2627.88,-1,113129.92248092474
12185,2627.88,2631.764285714286,2657.8768,2540.82,1,109381.9998013544
12204,2540.82,2546.7385714285715,2585.9084,2540.3,1,109359.61386299721
12215,2540.3,2537.9714285714285,2544.4444,2564.23,1,110389.7975262423
12221,2564.23,2562.747142857143,2548.8256,2556.08,-1,110740.65406010974
12229,2556.08,2561.9828571428575,2559.4016,2548.95,-1,111049.55709266294
12232,2548.95,2552.1342857142854,2557.3912,2571.25,1,112021.09640224783
12237,2571.25,2570.6,2559.6664,2550.4,-1,112929.4638733171
12246,2550.4,2550.4585714285713,2561.768,2516.74,1,111439.0287439351
12251,2516.74,2522.8642857142854,2540.0828,2513.86,1,111311.50488259761
12262,2513.86,2513.6385714285716,2524.5696000000003,2559.8,1,113345.68758740478
12268,2559.8,2562.6185714285716,2531.996,2538.84,-1,114273.77791158324
12280,2538.84,2552.491428571429,2550.1512,2533.08,-1,114533.03684903921
12283,2533.08,2532.682857142857,2542.8808000000004,2520.84,1,113979.60609634596
12288,2520.84,2517.64,2529.8532,2436.99,1,110188.33415081247
12300,2436.99,2440.941428571429,2488.7183999999997,2472.52,1,111794.8206412693
12306,2472.52,2470.2028571428573,2459.0868,2436.52,-1,113422.55814919065
12313,2436.52,2440.1585714285716,2456.1884,2455.05,1,114285.14905856324
12325,2455.05,2458.8414285714284,2449.9948,2386.43,-1,117479.48193504178
12332,2386.43,2390.36,2430.4356,2319.65,1,114192.027535113
12357,2319.65,2315.89,2360.3404,2215.58,1,109068.8562353138
12386,2215.58,2220.6214285714286,2263.2072,2319.3,1,114174.79769024964
12390,2319.3,2318.07,2265.2652000000003,2384.6,-1,110960.20092002877
12420,2384.6,2387.25,2389.8728,2373.13,1,110426.47891023564
12422,2373.13,2381.5042857142857,2385.7384,2376.47,1,110581.89578143957
12425,2376.47,2375.6428571428573,2383.4584,2371.38,1,110345.04791484437
12428,2371.38,2376.8585714285714,2379.2016,2398.36,1,111600.4812037911
12432,2398.36,2399.664285714286,2385.0188,2454.45,-1,108990.50147150712
12436,2454.45,2437.305714285714,2407.0928,2345.86,-1,113812.46914442403
12445,2345.86,2347.4285714285716,2395.382,2348.89,1,113959.47356135752
12463,2348.89,2350.9199999999996,2375.6512,2282.36,1,110731.68350901915
12472,2282.36,2276.38,2317.6848,2344.01,1,113722.71397236895
12489,2344.01,2338.1357142857146,2351.4755999999998,2384.0,1,115662.88117803574
12492,2384.0,2375.25,2354.7548,2355.99,-1,117021.82299925922
12497,2355.99,2362.052857142857,2368.2624,2346.44,1,116547.47531117783
12500,2346.44,2355.037142857143,2363.0252,2377.84,1,118107.11064162353
12503,2377.84,2387.504285714286,2368.0288,2325.83,-1,120690.4429198554
12509,2325.83,2306.7085714285713,2357.0396,2425.25,1,125849.48026785247
12520,2425.25,2425.807142857143,2373.172,2209.54,-1,137042.9619248274
12533,2209.54,2190.914285714286,2339.3732,2087.82,1,129493.48586850347
12575,2087.82,2074.1014285714286,2081.468,2160.42,1,133996.37743676765
12580,2160.42,2161.1871428571426,2110.1672,2028.95,-1,142150.5806665155
12590,2028.95,2025.6057142857142,2076.2000000000003,1920.83,1,134575.56857569824
12594,1920.83,1927.3471428571427,2003.12,2022.53,1,141700.78805069005
12637,2022.53,2012.5014285714283,1959.1907999999999,1898.57,-1,150385.5688384972
12663,1898.57,1896.0814285714284,1926.3804,1976.62,1,156567.90272549883
12671,1976.62,1963.312857142857,1930.7323999999999,2019.08,-1,153204.64972303773
12677,2019.08,2020.2142857142858,1980.0364,2063.71,-1,149818.194744959
12750,2063.71,2070.3742857142856,2064.1064,2060.4,-1,150058.48927500722
12753,2060.4,2058.7,2063.4176,2047.48,1,149117.52845117054
12757,2047.48,2048.4142857142856,2060.35,2078.06,1,151344.66328034434
12761,2078.06,2078.73,2063.7228,2011.69,-1,156178.37611920194
12768,2011.69,2014.22,2047.7392000000002,2023.0,1,157056.43259604886
12788,2023.0,2026.0057142857142,2042.2623999999998,2033.14,1,157843.65564425645
12801,2033.14,2031.6471428571429,2038.9044000000001,2042.71,1,158586.62650928076
12805,2042.71,2044.3828571428571,2038.5604,2020.57,-1,160305.47446660974
12809,2020.57,2024.0171428571427,2034.3508,1977.84,1,156915.4147686244
12815,1977.84,1980.1457142857143,2008.7244,1973.94,1,156606.00140980995
12830,1973.94,1977.2542857142857,1968.2256,2011.79,-1,153603.10509413606
12837,2011.79,2010.4385714285713,1986.4451999999999,2003.39,-1,154244.45736390117
12848,2003.39,1997.2814285714287,2012.0448000000001,2033.61,1,156571.1473751007
12857,2033.61,2033.185714285714,2014.4548000000002,2031.24,-1,156753.61776975798
12889,2031.24,2031.7714285714285,2020.7548000000002,2089.4,-1,152265.3296258217
12912,2089.4,2080.417142857143,2053.1848,2138.12,-1,148714.85252264855
12960,2138.12,2141.444285714286,2140.362,2121.94,-1,149840.23665161064
12963,2121.94,2122.2014285714286,2132.7212,2085.79,1,147287.51388143064
12968,2085.79,2091.785714285714,2112.7048,2076.0,1,146596.195598718
12982,2076.0,2077.574285714286,2075.0952,2016.66,-1,150786.47413765246
12987,2016.66,2020.1471428571429,2056.3976000000002,2009.53,1,150253.3611882205
13009,2009.53,2026.1028571428574,2035.444,2019.9,1,151028.7302324855
13017,2019.9,2005.337142857143,2022.1572,1997.62,1,149362.84572851018
13028,1997.62,1993.277142857143,2004.2703999999999,2034.74,1,152138.32296314056
13034,2034.74,2032.5214285714285,2013.1435999999999,2018.76,-1,153333.15394938499
13041,2018.76,2013.597142857143,2025.6992,2040.51,1,154985.1562173114
13046,2040.51,2041.857142857143,2025.8280000000002,2024.01,-1,156238.39931711764
13056,2024.01,2023.6514285714286,2033.8244,2046.41,1,157967.51139892725
13060,2046.41,2043.7385714285715,2033.1916,2034.01,-1,158924.6984442147
13063,2034.01,2031.207142857143,2034.4404000000002,2066.87,1,161492.17136267474
13072,2066.87,2072.35,2053.2312,2076.34,-1,160752.24535726337
13080,2076.34,2076.52,2073.3307999999997,2087.58,-1,159882.03371667676
13084,2087.58,2085.5542857142855,2077.3932,2088.33,-1,159824.59327114292
13092,2088.33,2089.83,2081.4144,2097.43,-1,159128.14979776114
13107,2097.43,2097.2400000000002,2087.7272,2055.1,-1,162339.6489090255
13116,2055.1,2058.6614285714286,2086.328,2028.16,1,160211.5626156047
13131,2028.16,2021.3785714285716,2050.1295999999998,2028.41,1,160231.31100362827
13181,2028.41,2029.3685714285714,2040.2864,2028.49,1,160237.6304877958
