,Close,ma7,ma25,after_close_price,ma_action,cash
18336,1166.5,1167.8442857142857,1166.5667999999998,1158.8,-1,394375.0902444226
18338,1158.8,1162.2171428571428,1165.8536,1155.25,1,393166.9166421032
18343,1155.25,1155.2757142857142,1162.8748,1154.65,1,392962.7182867817
18352,1154.65,1153.9271428571428,1151.8648,1150.02,-1,394538.44892868
18355,1150.02,1148.7085714285715,1151.2364,1142.09,1,391817.8963295909
18363,1142.09,1141.3714285714286,1146.4892,1142.73,1,392037.46173481375
18368,1142.73,1144.0957142857144,1142.6768000000002,1145.97,-1,390925.9118708732
18374,1145.97,1146.7714285714287,1144.7264000000002,1140.09,-1,392931.762252472
18385,1140.09,1141.7442857142858,1145.3896,1150.91,1,396660.8728205603
18389,1150.91,1150.8585714285714,1146.4684000000002,1138.63,-1,400893.1720604978
18393,1138.63,1137.0542857142857,1145.1328,1143.66,1,402664.1535518201
18403,1143.66,1145.6742857142856,1141.8016,1153.61,-1,399160.9197866796
18407,1153.61,1153.1185714285714,1146.8216,1139.15,-1,404164.2284439514
18414,1139.15,1141.567142857143,1149.0996,1106.63,1,392626.3091980248
18426,1106.63,1108.6471428571429,1126.6036,1091.81,1,387368.2537483128
18442,1091.81,1092.0214285714287,1090.3432,1083.33,-1,390376.91165745974
18446,1083.33,1084.962857142857,1089.7892,1089.45,1,392582.2477040418
18451,1089.45,1088.8057142857144,1087.0512,1091.59,-1,391811.1007857926
18455,1091.59,1091.51,1089.0348,1065.22,-1,401276.2467909056
18462,1065.22,1067.9942857142858,1080.8236000000002,1056.68,1,398059.1656737708
18472,1056.68,1056.3028571428572,1063.9180000000001,1066.88,1,401901.5810595759
18479,1066.88,1067.1228571428571,1061.6316,1074.39,-1,399072.5085549292
18489,1074.39,1069.6671428571428,1072.4316000000001,1078.76,1,400695.7057760361
18494,1078.76,1078.8485714285714,1073.9092,1085.22,-1,398296.1968404867
18499,1085.22,1085.8871428571429,1080.1648,1067.63,-1,404752.05841917504
18506,1067.63,1071.0114285714285,1077.3728,1044.13,1,395842.91070615593
18511,1044.13,1041.42,1060.5364,1045.83,1,396487.40224284236
18518,1045.83,1047.2157142857143,1044.6784,1041.21,-1,398238.902771955
18529,1041.21,1040.462857142857,1043.4768000000001,1045.39,1,399837.6567347356
18532,1045.39,1044.5914285714287,1043.0212000000001,1046.24,-1,399512.5512638353
18534,1046.24,1045.2742857142857,1043.1712,1056.45,-1,395613.80609216937
18539,1056.45,1055.6114285714286,1049.0772,1055.09,-1,396123.0916961122
18544,1055.09,1053.0114285714285,1054.5167999999999,1052.25,1,395056.8418212987
18548,1052.25,1052.3028571428572,1053.9232000000002,1058.56,1,397425.8688318878
18552,1058.56,1059.5414285714285,1055.5544,1059.57,-1,397046.6743341548
18557,1059.57,1060.8785714285714,1058.6208,1066.2,-1,394562.2519261634
18561,1066.2,1068.6985714285715,1061.9988,1075.36,-1,391172.46555621066
18564,1075.36,1076.185714285714,1068.0908,1070.45,-1,392958.5249278452
18570,1070.45,1071.66,1074.5516,1077.19,1,395432.7558195391
18577,1077.19,1080.2628571428572,1075.0264,1038.22,-1,409738.5092096443
18580,1038.22,1033.3,1065.8948,1065.45,1,420484.9594858657
18589,1065.45,1066.7857142857142,1046.1236,1086.87,-1,412031.45361305407
18598,1086.87,1089.0085714285713,1069.5516,1077.35,-1,415640.47717465414
18608,1077.35,1078.032857142857,1084.5664,1093.26,1,421778.5381500556
18616,1093.26,1089.2985714285714,1081.6480000000001,1119.99,-1,411466.13275266526
18624,1119.99,1113.192857142857,1098.002,1112.29,-1,414294.9876729731
18634,1112.29,1110.8728571428571,1113.3812,1116.66,1,415922.6828748817
18638,1116.66,1116.432857142857,1113.424,1106.9,-1,419557.99298257683
18644,1106.9,1108.3385714285712,1112.2320000000002,1104.61,1,418689.9942438198
18651,1104.61,1101.3557142857142,1105.9512,1098.32,1,416305.84050286724
18654,1098.32,1098.04,1102.7456,1085.81,1,411564.0657335005
18661,1085.81,1085.2285714285713,1093.0516,1087.44,1,412181.8988968953
18666,1087.44,1087.6114285714286,1086.4232000000002,1082.03,-1,414232.4985373649
18671,1082.03,1079.8971428571429,1085.052,1088.62,1,416755.3418645935
18676,1088.62,1087.4371428571428,1083.1912,1083.72,-1,418631.204126114
18679,1083.72,1080.7357142857143,1083.0444,1083.78,1,418654.38158177375
18682,1083.78,1082.2928571428572,1083.5748,1141.17,1,440823.6179203093
18689,1141.17,1142.0357142857142,1112.1940000000002,1197.46,-1,419079.3016022023
18697,1197.46,1192.3799999999999,1161.8808,1184.98,-1,423446.9712395977
18712,1184.98,1184.0842857142857,1190.9184,1192.92,1,426284.2925037899
18720,1192.92,1192.4585714285715,1187.8312,1205.63,-1,421742.4344095982
18730,1205.63,1213.1928571428573,1194.7140000000002,1200.41,-1,423568.446957078
18738,1200.41,1203.7157142857143,1199.256,1203.9,-1,422336.9894718186
18746,1203.9,1204.3942857142858,1199.2168,1213.0,-1,419144.64242954477
18751,1213.0,1212.6585714285716,1205.4148,1216.47,-1,417945.60540627147
18759,1216.47,1222.5828571428572,1213.8972,1222.27,-1,415952.8850668004
18766,1222.27,1220.5685714285714,1219.4560000000001,1214.69,-1,418532.4483947118
18769,1214.69,1213.9314285714286,1217.7784000000001,1223.87,1,421695.5005942552
18773,1223.87,1227.9142857142856,1220.672,1231.61,-1,419028.6134456205
18778,1231.61,1229.7342857142855,1225.5916,1210.11,-1,426343.52253947395
18787,1210.11,1209.8771428571429,1222.2456000000002,1251.97,1,441091.5535891326
18797,1251.97,1252.8514285714284,1234.2956,1223.37,-1,451167.8480951106
18831,1223.37,1222.6871428571428,1219.3912,1216.68,-1,453635.0598983723
18834,1216.68,1216.6285714285714,1219.7392000000002,1198.75,1,446949.91949664144
18843,1198.75,1199.6914285714286,1211.5536,1200.28,1,447520.37486834516
18850,1200.28,1201.472857142857,1199.9284,1196.86,-1,448795.5104050947
18853,1196.86,1197.03,1199.7332000000001,1197.35,1,448979.2493554302
18856,1197.35,1197.4214285714286,1198.9660000000001,1202.0,1,450722.89449636877
18863,1202.0,1201.1985714285715,1198.8419999999999,1233.51,-1,438907.35505744984
18871,1233.51,1231.3357142857144,1212.9232000000002,1351.5,-1,396924.1698192041
18882,1351.5,1338.6057142857142,1277.8375999999998,1328.45,-1,403693.76072881016
18890,1328.45,1335.2514285714285,1348.3928,1332.6,1,404954.8763952067
18899,1332.6,1327.1457142857143,1336.5388,1350.12,1,410278.91169045214
18903,1350.12,1348.2485714285715,1338.0339999999999,1363.0,-1,406364.894875226
18914,1363.0,1368.72,1355.8176,1338.84,-1,413567.9586024347
18919,1338.84,1336.232857142857,1356.2007999999998,1353.07,1,417963.60860610404
18932,1353.07,1350.8300000000002,1354.1208000000001,1353.81,1,418192.1947623033
18934,1353.81,1356.392857142857,1355.098,1369.15,-1,413453.66552433505
18940,1369.15,1368.3728571428571,1359.2888,1363.79,-1,415072.26951017336
18947,1363.79,1359.67,1364.5088,1346.01,1,409660.8902275192
18954,1346.01,1345.8,1357.6136,1333.9,1,405975.1870153178
18965,1333.9,1345.2,1355.2416,1355.32,1,412494.4077259168
18972,1355.32,1354.2485714285715,1348.9312,1345.01,-1,415632.27726495865
18979,1345.01,1344.2557142857145,1349.9372,1354.94,1,418700.8258357805
18983,1354.94,1366.0557142857142,1352.4588,1338.02,-1,423929.41010751313
18986,1338.02,1333.6842857142858,1347.6676,1346.27,1,426543.2855603367
18992,1346.27,1348.03,1340.0395999999998,1361.9,-1,421591.17970244185
19000,1361.9,1362.5128571428572,1351.5767999999998,1344.57,-1,426955.87251707097
19008,1344.57,1344.6185714285714,1353.2823999999998,1361.1,1,432204.8224212836
19014,1361.1,1358.7914285714285,1350.704,1402.8,-1,418963.3698498579
19021,1402.8,1407.1285714285714,1376.5252000000003,1404.54,-1,418443.697577589
19027,1404.54,1403.2085714285713,1406.0056,1431.84,1,426576.97462478466
19031,1431.84,1433.5142857142857,1413.7268,1471.87,-1,414651.1475112593
19058,1471.87,1469.2985714285712,1480.7184,1508.32,1,424919.7407476086
19073,1508.32,1505.7085714285713,1487.7632,1470.61,-1,435543.29770076997
19092,1470.61,1474.6771428571428,1469.9596000000001,1491.51,-1,429353.4479636227
19095,1491.51,1486.8685714285714,1476.1676,1564.39,-1,408373.8505840618
19103,1564.39,1563.6014285714284,1520.5711999999999,1537.95,-1,415275.8408866351
19127,1537.95,1535.53,1520.2628,1522.46,-1,419458.4364036116
19133,1522.46,1517.4271428571428,1528.1468000000002,1531.97,1,422078.57074553083
19140,1531.97,1529.6242857142856,1520.2508000000003,1554.08,-1,415986.9650357691
19150,1554.08,1548.3585714285712,1537.45,1571.39,-1,411353.52636802406
19158,1571.39,1563.1757142857143,1553.3411999999998,1537.07,-1,420337.70790472126
19162,1537.07,1539.7642857142857,1553.2888,1563.07,1,427447.84628847917
19171,1563.07,1568.662857142857,1544.5484,1567.33,-1,426282.87746098655
19196,1567.33,1562.2057142857143,1569.2112,1535.6,1,417652.9426662483
19200,1535.6,1539.0985714285714,1557.6044,1538.19,1,418357.37163310533
19208,1538.19,1541.4442857142856,1531.7168,1561.8,-1,411935.9168425674
19216,1561.8,1561.7271428571428,1550.47,1542.5,-1,417026.4298372284
19233,1542.5,1538.61,1557.5756,1582.0,1,427705.55073095317
19243,1582.0,1585.6114285714284,1557.4452,1606.29,-1,421138.56727503985
19254,1606.29,1605.9971428571428,1601.5936,1604.74,-1,421544.94767912396
19260,1604.74,1604.8885714285716,1602.8856,1550.55,-1,435779.9768519069
19268,1550.55,1557.687142857143,1584.5192000000002,1519.15,1,426955.04939187673
19283,1519.15,1506.2700000000002,1539.8359999999998,1543.34,1,433753.6161198426
19289,1543.34,1546.8642857142856,1527.4204,1516.83,-1,441204.21570472803
19298,1516.83,1529.1014285714284,1527.0407999999998,1535.49,-1,435776.5338517516
19303,1535.49,1537.23,1530.1748,1497.3,-1,446614.9670735885
19309,1497.3,1493.5085714285713,1519.7988,1491.21,1,444798.4405595445
19320,1491.21,1490.1442857142858,1485.2344,1477.7,-1,448828.20627460774
19324,1477.7,1479.1100000000001,1486.2107999999998,1508.02,1,458037.4308900548
19335,1508.02,1509.4642857142858,1494.7944,1500.89,-1,460203.056599426
19351,1500.89,1498.0328571428574,1499.5508,1481.17,1,454156.5080341476
19354,1481.17,1491.9985714285715,1499.5603999999998,1513.48,1,464063.4037818223
19358,1513.48,1508.1828571428573,1499.2131999999997,1555.06,-1,451314.1396162911
19363,1555.06,1556.7657142857145,1523.3916,1573.68,-1,445910.1878204405
19386,1573.68,1574.3814285714286,1584.1448,1586.26,1,449474.7944512556
19395,1586.26,1587.2099999999998,1580.2628,1571.75,-1,453586.276344191
19402,1571.75,1570.8557142857142,1579.6868,1590.13,1,458890.50141764816
19416,1590.13,1584.5557142857144,1572.9228,1633.39,-1,446406.23718055594
19430,1633.39,1638.9771428571428,1613.55,1634.52,-1,446097.4076615715
19441,1634.52,1636.7571428571428,1634.2303999999997,1604.17,-1,454380.60781973944
19450,1604.17,1597.9585714285713,1615.0703999999998,1574.2,1,445891.6154957603
19456,1574.2,1575.1328571428571,1593.8176,1534.07,1,434524.80662150995
19473,1534.07,1528.4,1556.8803999999998,1537.34,1,435451.03301121335
19489,1537.34,1534.8071428571427,1536.7016,1544.71,1,437538.58300880186
19492,1544.71,1544.0442857142857,1538.8688,1553.95,-1,434921.35614615364
19495,1553.95,1551.2957142857144,1543.1876000000002,1571.06,-1,430132.58919505443
19499,1571.06,1568.9814285714288,1555.394,1588.95,-1,425234.5763752388
19509,1588.95,1589.935714285714,1577.5423999999998,1584.23,-1,426497.74211392854
19514,1584.23,1580.7900000000002,1584.28,1582.08,1,425918.9308645866
19518,1582.08,1578.45,1581.0964000000001,1582.37,1,425997.00307961414
19522,1582.37,1583.767142857143,1581.1064000000001,1556.3,-1,433015.4259960531
19525,1556.3,1555.8514285714286,1573.6159999999998,1529.59,1,425583.79839960346
19548,1529.59,1524.6414285714286,1526.9556,1516.79,1,422022.4044185269
19551,1516.79,1523.2485714285715,1526.838,1527.14,1,424902.12533291307
19554,1527.14,1528.172857142857,1525.5656,1501.44,-1,432052.7366855434
19559,1501.44,1502.7414285714287,1517.3180000000002,1506.61,1,433540.4502463012
19566,1506.61,1498.2414285714287,1503.2323999999999,1519.82,1,437341.74543732847
19570,1519.82,1518.0171428571427,1508.2228,1525.51,-1,435704.3972437671
19572,1525.51,1522.4171428571428,1512.1972,1545.74,-1,429926.46071353037
19580,1545.74,1543.537142857143,1529.1660000000002,1564.35,-1,424750.34349208383
19596,1564.35,1561.8557142857142,1559.7015999999996,1553.86,-1,427598.5750919381
19600,1553.86,1552.3642857142856,1557.1252,1602.19,1,440898.2540425472
19607,1602.19,1596.7357142857145,1568.7392000000002,1595.5,-1,442739.2400177091
19618,1595.5,1600.2714285714285,1607.0908000000002,1606.85,1,445888.77958160813
19622,1606.85,1605.2814285714287,1603.6776,1599.57,-1,447908.924782065
19625,1599.57,1599.3085714285714,1601.8388,1590.4,1,445341.15666922746
19628,1590.4,1587.6928571428568,1598.2551999999998,1615.52,1,452375.2171920714
19631,1615.52,1618.734285714286,1602.2284,1582.9,-1,461509.4152117835
19637,1582.9,1584.9842857142855,1605.8964,1597.64,1,465807.00114912743
19660,1597.64,1596.6642857142856,1600.2763999999997,1603.53,1,467524.28616750974
19663,1603.53,1606.3014285714287,1601.5120000000002,1622.1,-1,462110.0276290785
19671,1622.1,1622.2657142857145,1611.6488,1645.57,-1,455423.80461665354
19675,1645.57,1634.6842857142856,1623.5944,1610.8,-1,465046.6621593415
19678,1610.8,1603.0828571428572,1619.2744,1557.29,1,449598.03607780044
19684,1557.29,1559.4599999999998,1588.6904000000002,1519.75,1,438760.0352723239
19702,1519.75,1522.3057142857142,1515.3824,1516.58,-1,439675.2313978796
19714,1516.58,1517.5342857142857,1520.7556,1536.22,1,445369.1094291436
19717,1536.22,1538.2214285714285,1526.7904,1530.8,-1,446940.4342218855
19730,1530.8,1527.837142857143,1538.5824,1532.6,1,447465.971706599
19744,1532.6,1527.2785714285712,1520.3604,1527.8,-1,448867.40499916824
19749,1527.8,1529.3528571428574,1524.95,1514.89,-1,452660.36101339734
19753,1514.89,1513.5242857142857,1521.5924000000002,1475.57,1,440911.2535567194
19759,1475.57,1472.3914285714286,1499.8239999999998,1434.81,1,428731.8634261449
19792,1434.81,1431.197142857143,1424.2459999999999,1409.74,-1,436222.96525572054
19809,1409.74,1409.8,1416.9576000000002,1421.0,1,439707.2039016974
19816,1421.0,1420.7985714285712,1415.2252,1410.42,-1,442981.0267147023
19821,1410.42,1410.6028571428571,1415.4328,1383.01,1,434372.1655653638
19829,1383.01,1385.9685714285713,1400.9584,1370.9,1,430568.6884213109
19840,1370.9,1372.5514285714285,1381.2220000000002,1384.66,1,434890.3932522083
19846,1384.66,1387.0514285714287,1378.0688,1372.69,-1,438649.8995622259
19852,1372.69,1370.537142857143,1379.6944,1370.26,1,437873.38100673544
19858,1370.26,1371.9885714285715,1368.3084,1375.98,-1,436045.5266292023
19862,1375.98,1390.1157142857144,1375.7432000000001,1408.17,-1,425844.5749422635
19867,1408.17,1407.91,1391.2207999999998,1453.48,-1,412142.3815347673
19873,1453.48,1448.4142857142856,1423.3192000000001,1433.91,-1,417691.5644658261
19881,1433.91,1433.032857142857,1439.5352000000003,1423.46,1,414647.5262425988
19888,1423.46,1424.1057142857146,1429.8956,1453.37,1,423360.1753580752
19895,1453.37,1449.0700000000002,1436.6564,1458.47,-1,421874.56818693073
19910,1458.47,1459.1514285714286,1463.8884,1459.77,1,422250.6039906449
19917,1459.77,1457.56,1459.09,1466.46,1,424185.7420882202
19919,1466.46,1461.392857142857,1459.6228,1473.91,-1,422030.7676746274
19925,1473.91,1476.6299999999999,1464.9660000000001,1488.1,-1,417967.6860798877
19929,1488.1,1490.1942857142856,1476.4787999999999,1499.01,-1,414903.3574358909
19939,1499.01,1510.2357142857143,1495.0508,1590.53,-1,389572.00189287734
19948,1590.53,1575.5742857142857,1529.4364,1663.19,-1,371775.2287056149
19981,1663.19,1661.3785714285714,1627.8792,1630.99,-1,378972.9405511171
19989,1630.99,1633.277142857143,1643.6344,1617.48,1,375833.7892216512
20000,1617.48,1621.9185714285716,1635.8516,1617.38,1,375810.5534605153
20007,1617.38,1615.0085714285717,1620.2612,1638.02,1,380606.41455897386
20016,1638.02,1635.1171428571429,1627.3988,1631.02,-1,382232.91783848987
20023,1631.02,1646.2571428571428,1636.912,1628.91,-1,382727.40071217576
20025,1628.91,1624.0614285714287,1633.5451999999998,1728.77,1,406190.4270519476
20032,1728.77,1717.6285714285716,1664.2356,1724.13,-1,407280.6377691171
20063,1724.13,1721.8814285714286,1736.6064,1709.36,1,403791.6114080828
20072,1709.36,1708.9371428571428,1716.1784,1710.71,1,404110.5136144062
20074,1710.71,1713.554285714286,1716.7196,1737.15,1,410356.27238121355
20084,1737.15,1736.3128571428572,1727.0524000000003,1726.19,-1,412945.28584884625
20089,1726.19,1728.262857142857,1731.1484,1716.16,1,410545.87372326106
20094,1716.16,1715.0185714285715,1726.3816,1727.33,1,413218.0006866495
20104,1727.33,1724.7985714285712,1718.6252000000002,1673.99,-1,425978.18441334093
20112,1673.99,1679.2999999999997,1708.0128,1728.1,1,439747.4898205452
20122,1728.1,1727.0357142857142,1689.0279999999998,1723.35,-1,440956.21650108893
20149,1723.35,1730.2414285714287,1724.4388000000001,1714.56,-1,443205.32732770254
20152,1714.56,1711.5857142857142,1722.4272,1760.26,1,455018.55256267596
20158,1760.26,1755.9285714285713,1731.9163999999998,1713.97,-1,466984.2898958689
20195,1713.97,1716.4385714285713,1715.352,1688.52,-1,473918.3378534469
20202,1688.52,1685.3228571428572,1704.6844,1718.99,1,482470.37854849023
20220,1718.99,1719.0142857142855,1724.9644,1735.33,1,487056.5401814737
20224,1735.33,1736.68,1726.7756,1724.31,-1,490149.5329106951
20231,1724.31,1724.314285714286,1730.3592,1693.93,1,481513.7639307397
20241,1693.93,1692.5985714285712,1712.7464000000002,1702.59,1,483975.44132923917
20247,1702.59,1702.1471428571426,1699.4964000000002,1691.49,-1,487130.70912639203
20250,1691.49,1683.6285714285716,1696.6331999999998,1692.71,1,487482.0558474097
20255,1692.71,1689.1585714285713,1691.5308000000002,1709.56,1,492334.6724450719
20260,1709.56,1706.7457142857143,1697.8172,1703.82,-1,493987.7299685486
20276,1703.82,1702.5057142857145,1697.3828,1703.28,-1,494144.29191416665
20285,1703.28,1702.3085714285714,1698.2651999999998,1694.42,-1,496714.6963258661
20292,1694.42,1693.5614285714287,1697.7512,1701.45,1,498775.522045092
20298,1701.45,1702.8785714285714,1698.1191999999999,1712.92,-1,495413.12218740757
20302,1712.92,1715.4814285714288,1706.11,1710.48,-1,496118.82240582834
20311,1710.48,1709.1514285714288,1713.7216,1711.04,1,496281.2484736849
20320,1711.04,1710.9114285714288,1708.1352000000002,1704.18,-1,498270.96780492755
20327,1704.18,1707.1385714285716,1709.0572,1695.41,1,495706.7806957905
20330,1695.41,1726.0385714285715,1713.356,1723.63,-1,487455.7704084646
20341,1723.63,1721.3957142857143,1719.9751999999999,1667.21,-1,503411.7786970449
20347,1667.21,1680.15,1703.7116,1693.5,1,511350.00823138386
20359,1693.5,1695.2314285714285,1686.5144,1689.45,-1,512572.9001908389
20367,1689.45,1686.5571428571427,1692.5808000000002,1695.16,1,514305.2931353414
20372,1695.16,1694.4285714285713,1691.1391999999998,1683.34,-1,517891.43754935527
20379,1683.34,1680.8157142857144,1687.9820000000002,1691.65,1,520448.06772866263
20385,1691.65,1691.5357142857142,1684.0703999999998,1657.35,-1,531000.7049308576
20397,1657.35,1654.4171428571428,1676.5532,1645.02,1,527050.2788338972
20406,1645.02,1649.034285714286,1659.4452,1671.29,1,535466.9611994408
20410,1671.29,1675.8957142857143,1661.81,1679.91,-1,532705.1872370888
20412,1679.91,1680.5257142857142,1666.3644,1630.58,-1,548347.8983861419
20423,1630.58,1633.3714285714286,1652.4096,1624.93,1,546447.8593657432
20438,1624.93,1627.3071428571427,1624.0288,1621.57,-1,547577.7940752193
20442,1621.57,1616.1242857142859,1622.2556,1638.14,1,553173.2133588928
20446,1638.14,1637.847142857143,1625.8267999999998,1607.01,-1,563685.3076437906
20456,1607.01,1610.1485714285714,1629.0732,1584.8,1,555894.7832022697
20460,1584.8,1588.9814285714288,1609.3468,1589.56,1,557564.4318443966
20474,1589.56,1587.5842857142857,1581.5432,1566.58,-1,565625.0465074382
20488,1566.58,1570.6642857142856,1579.2879999999998,1588.81,1,573651.3488883318
20493,1588.81,1587.0585714285714,1578.0495999999998,1575.91,-1,578308.987247015
20500,1575.91,1572.445714285714,1583.5639999999999,1615.8,1,592947.3520656172
20509,1615.8,1624.962857142857,1593.7156,1640.77,-1,583784.1540330151
20534,1640.77,1641.732857142857,1645.6535999999999,1650.48,1,587238.9613098794
20537,1650.48,1653.3200000000002,1647.9603999999997,1649.05,-1,587747.753730674
20540,1649.05,1648.3057142857144,1647.1004,1601.5,-1,604695.333058101
20547,1601.5,1607.8328571428574,1631.9328,1637.77,1,618390.1814689767
20576,1637.77,1631.8699999999997,1634.9024,1656.16,1,625333.8887277582
20582,1656.16,1655.2542857142855,1642.7828,1657.89,-1,624680.674287427
20602,1657.89,1663.17,1660.386,1651.65,-1,627031.8600763234
20604,1651.65,1654.2028571428575,1659.4964000000002,1651.62,1,627020.4708862393
20609,1651.62,1654.3157142857144,1656.4264,1668.47,1,633417.39931677
20612,1668.47,1664.0400000000002,1658.4816,1642.13,-1,643417.1082105491
20627,1642.13,1641.5014285714285,1653.3684,1612.38,1,631760.5043063127
20637,1612.38,1615.3614285714284,1630.7668000000003,1648.97,1,646097.1475619769
20645,1648.97,1645.5042857142857,1628.1824000000001,1649.79,-1,645775.8562947005
20654,1649.79,1649.0742857142855,1651.0192000000002,1658.29,1,649103.0038580297
20660,1658.29,1655.5714285714287,1652.1968,1625.71,-1,661855.7647537082
20667,1625.71,1625.1599999999999,1643.9056,1630.17,1,663671.5109266428
20682,1630.17,1627.8342857142857,1623.1188,1615.36,-1,669700.9281511186
20685,1615.36,1616.3242857142857,1621.8508,1636.87,1,678618.6102557457
20696,1636.87,1632.0571428571427,1621.158,1611.23,-1,689248.5204911078
20699,1611.23,1607.9385714285715,1620.0908,1614.03,1,690446.2984975843
20706,1614.03,1618.812857142857,1611.8808000000001,1592.09,-1,699831.7447340465
20709,1592.09,1589.5828571428572,1607.0484,1588.47,1,698240.5087386335
20729,1588.47,1588.9442857142856,1592.9303999999997,1611.85,1,708517.6075156385
20737,1611.85,1611.1985714285713,1602.6364,1660.38,-1,687185.374682103
20746,1660.38,1656.054285714286,1627.4056,1651.07,-1,691038.5262728777
20758,1651.07,1651.5414285714287,1656.3211999999999,1666.56,1,697521.7079501941
20762,1666.56,1669.5514285714287,1658.5267999999999,1654.28,-1,702661.3768331796
20771,1654.28,1656.9514285714286,1661.9492,1715.16,1,728520.3756856134
20785,1715.16,1715.9957142857145,1688.4536,1670.64,-1,747430.4057268477
20809,1670.64,1666.7714285714285,1669.4247999999998,1667.43,1,745994.2784927438
20812,1667.43,1666.9814285714285,1669.17,1675.4,1,749559.9900366091
20816,1675.4,1679.1471428571426,1671.9951999999998,1700.21,-1,738460.2029094704
20822,1700.21,1698.3542857142859,1683.5028,1731.96,-1,724670.076135498
20842,1731.96,1731.3485714285714,1736.6596,1735.47,1,726138.6966389944
20845,1735.47,1737.0985714285714,1734.7523999999999,1720.08,-1,732578.0326927863
20855,1720.08,1720.8257142857144,1730.3656,1724.71,1,734549.9388200407
20863,1724.71,1722.4171428571428,1721.2404000000001,1711.01,-1,740384.7366479854
20868,1711.01,1710.3814285714286,1718.5604,1720.07,1,744305.1612591979
20876,1720.07,1719.377142857143,1714.7380000000003,1714.31,-1,746797.6166411608
20886,1714.31,1716.6728571428573,1714.7451999999998,1712.48,-1,747594.8118033271
20889,1712.48,1711.3542857142857,1713.3744,1718.01,1,750008.9709814035
20897,1718.01,1715.9042857142856,1714.4407999999999,1711.19,-1,752986.2884487599
20901,1711.19,1703.9771428571428,1711.854,1709.3,1,752154.619209711
20905,1709.3,1708.2414285714287,1709.4003999999998,1715.23,1,754764.0364518063
20908,1715.23,1713.6514285714286,1709.0248,1710.54,-1,756827.8082672241
20915,1710.54,1709.7385714285715,1712.9064,1714.27,1,758478.1454267391
20923,1714.27,1712.8128571428572,1715.2076000000002,1694.37,1,749673.3975783885
20927,1694.37,1695.2457142857145,1708.9184,1685.94,1,745943.5471079566
20941,1685.94,1685.827142857143,1679.5167999999999,1679.27,-1,748894.6862108962
20949,1679.27,1678.2800000000002,1682.0148,1683.41,1,750740.978945783
20954,1683.41,1682.571428571429,1681.39,1688.75,-1,748359.5288964364
20959,1688.75,1686.0942857142857,1683.8188,1679.99,-1,752241.4708494388
20962,1679.99,1681.2957142857142,1683.8784,1679.38,1,751968.3339276606
20965,1679.38,1679.5571428571427,1682.5511999999999,1681.94,1,753114.6134682379
20968,1681.94,1683.2885714285715,1681.2920000000001,1686.87,-1,750907.1298217356
20972,1686.87,1684.9600000000003,1682.6784,1694.16,-1,747661.9995055875
20978,1694.16,1698.9328571428573,1689.4672,1704.49,-1,743103.1925128049
20981,1704.49,1706.3899999999999,1696.3972,1702.38,-1,744023.0851118825
20987,1702.38,1701.4557142857143,1705.1403999999998,1710.92,1,747755.4816078796
20998,1710.92,1710.2914285714287,1705.348,1708.75,-1,748703.8774388297
21005,1708.75,1707.8657142857144,1710.096,1723.1,1,754991.4564534586
21013,1723.1,1722.3585714285714,1715.3559999999998,1715.15,-1,758474.8190434446
21016,1715.15,1715.9885714285717,1718.0180000000003,1696.37,1,750169.914456886
21022,1696.37,1694.6814285714286,1707.1628,1711.1,1,756683.8252428289
21042,1711.1,1710.4542857142858,1711.7416,1736.12,1,767748.1869444101
21050,1736.12,1730.8085714285714,1720.9012000000002,1772.19,-1,751797.2866016428
21061,1772.19,1772.1128571428574,1745.7395999999999,1773.73,-1,751143.9888054887
21067,1773.73,1769.5228571428574,1771.3591999999999,1799.64,1,762116.4258449199
21074,1799.64,1800.984285714286,1782.2620000000002,1794.05,-1,764483.6941988536
21083,1794.05,1798.1471428571429,1800.1856,1770.01,1,754239.7277494568
21087,1770.01,1776.9714285714285,1792.7512,1773.75,1,755833.4230290218
21100,1773.75,1774.8342857142857,1770.5256,1786.28,-1,750494.1177207463
21104,1786.28,1784.0814285714284,1775.5611999999999,1772.42,-1,756317.3080781423
21112,1772.42,1771.547142857143,1781.4551999999999,1789.92,1,763784.8117687842
21117,1789.92,1779.7557142857145,1774.3848,1785.33,-1,765743.4313082155
21122,1785.33,1781.0557142857142,1777.2072,1768.07,-1,773146.3941354686
21129,1768.07,1765.72,1772.7092000000002,1778.01,1,777492.9840090068
21134,1778.01,1777.312857142857,1771.3044,1778.68,-1,777200.0046110922
21142,1778.68,1776.6285714285716,1777.9563999999998,1770.8,1,773756.8130103908
21146,1770.8,1769.8214285714287,1775.7628,1780.45,1,777973.4118615035
21150,1780.45,1782.9914285714287,1776.46,1717.78,-1,805357.2719650506
21164,1717.78,1718.7357142857145,1742.35,1691.01,1,792806.5296287186
21178,1691.01,1682.18,1701.4851999999998,1689.77,1,792225.1728675287
21195,1689.77,1688.097142857143,1690.5955999999999,1685.76,1,790345.1401156165
21198,1685.76,1686.1485714285714,1688.9168,1710.0,1,801709.7271246822
21207,1710.0,1706.5457142857142,1697.1,1680.36,-1,815606.02906151
21220,1680.36,1673.5171428571427,1693.6656,1681.77,1,816290.4088973647
21228,1681.77,1675.8857142857144,1680.5204,1679.21,1,815047.846925884
21237,1679.21,1680.8014285714287,1675.5395999999998,1673.96,-1,817596.0697189599
