,portfolio,position,tradeprice,alltradeqty,askprice,cash,pnl,roi(%),tot_roi(%),portfolio_price,basic_return(%),pos_value
2022/2/12 16:30,BTC,0,42160.97,0,42160.97,14659.83405,0,0,46.59834054,42300.01,-8.681376661,14659.83405
2022/2/12 16:45,BTC,0,42265.61,0,42265.61,14659.83405,0,0,46.59834054,42265.61,-8.755640489,14659.83405
2022/2/12 17:00,BTC,0,42265.61,0,42265.61,14659.83405,0,0,46.59834054,42349.41,-8.574730351,14659.83405
2022/2/12 17:15,BTC,0,42265.61,0,42265.61,14659.83405,0,0,46.59834054,42381.45,-8.505561368,14659.83405
2022/2/12 17:30,BTC,0,42265.61,0,42265.61,14659.83405,0,0,46.59834054,42351.67,-8.56985139,14659.83405
2022/2/12 17:45,BTC,0,42265.61,0,42265.61,14659.83405,0,0,46.59834054,42284.55,-8.714752207,14659.83405
2022/2/12 18:00,BTC,-1,42210.34,0.347234874,42210.34,0,0,0,46.59834054,42210.34,-8.874959144,14659.83405
2022/2/12 18:15,BTC,-1,42210.34,0.347234874,42210.34,0,0,0,46.59834054,42139,-9.028970233,14659.83405
2022/2/12 18:30,BTC,0,42232.81,0.347234874,42232.81,14643.23384,-13.6682494,-0.093254695,46.43233838,42234.55,-8.822693817,14643.23384
2022/2/12 18:45,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,41937.85,-9.463219328,14643.23384
2022/2/12 19:00,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42259,-8.76991037,14643.23384
2022/2/12 19:15,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42334.59,-8.606724244,14643.23384
2022/2/12 19:30,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42375.82,-8.517715593,14643.23384
2022/2/12 19:45,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42286.03,-8.711557135,14643.23384
2022/2/12 20:00,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42267.17,-8.752272711,14643.23384
2022/2/12 20:15,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42299.55,-8.682369724,14643.23384
2022/2/12 20:30,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42235.01,-8.821700754,14643.23384
2022/2/12 20:45,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42318.48,-8.641503031,14643.23384
2022/2/12 21:00,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42289,-8.705145404,14643.23384
2022/2/12 21:15,BTC,0,42232.81,0.347234874,42232.81,14643.23384,0,0,46.43233838,42221.57,-8.850715459,14643.23384
2022/2/12 21:30,BTC,-1,42155.13,0.347295933,42155.13,0,0,0,46.43233838,42155.13,-8.994148269,14643.23384
2022/2/12 21:45,BTC,0,42144.87,0.347295933,42144.87,14638.01375,-2.291440505,-0.01565159,46.38013751,42202.78,-8.891279915,14638.01375
2022/2/12 22:00,BTC,0,42144.87,0.347295933,42144.87,14638.01375,0,0,46.38013751,42068.97,-9.180153251,14638.01375
2022/2/12 22:15,BTC,0,42144.87,0.347295933,42144.87,14638.01375,0,0,46.38013751,41884.76,-9.577831729,14638.01375
2022/2/12 22:30,BTC,0,42144.87,0.347295933,42144.87,14638.01375,0,0,46.38013751,42092.48,-9.129399106,14638.01375
2022/2/12 22:45,BTC,0,42144.87,0.347295933,42144.87,14638.01375,0,0,46.38013751,41917.03,-9.508166215,14638.01375
2022/2/12 23:00,BTC,0,42144.87,0.347295933,42144.87,14638.01375,0,0,46.38013751,41985,-9.36143039,14638.01375
2022/2/12 23:15,BTC,1,42088.85,0.347718841,42088.85,0,0,0,46.38013751,42130.99,-9.046262479,14638.01375
2022/2/12 23:30,BTC,0,42148.77,0.347718841,42148.77,14652.99028,17.90412867,0.122337023,46.52990277,42028.49,-9.267542778,14652.99028
2022/2/12 23:45,BTC,0,42148.77,0.347718841,42148.77,14652.99028,0,0,46.52990277,42387.27,-8.492996964,14652.99028
2022/2/13 0:00,BTC,0,42388.6,0,42388.6,14652.99028,0,0,46.52990277,42388.6,-8.490125717,14652.99028
2022/2/13 0:15,BTC,0,42585.29,0,42585.29,14652.99028,0,0,46.52990277,42585.29,-8.065505013,14652.99028
2022/2/13 0:30,BTC,0,42585.29,0,42585.29,14652.99028,0,0,46.52990277,42732.9,-7.746839793,14652.99028
2022/2/13 0:45,BTC,0,42585.29,0,42585.29,14652.99028,0,0,46.52990277,42668.02,-7.886904826,14652.99028
2022/2/13 1:00,BTC,0,42585.29,0,42585.29,14652.99028,0,0,46.52990277,42580.01,-8.076903647,14652.99028
2022/2/13 1:15,BTC,0,42585.29,0,42585.29,14652.99028,0,0,46.52990277,42680.02,-7.86099884,14652.99028
2022/2/13 1:30,BTC,0,42797.04,0,42797.04,14652.99028,0,0,46.52990277,42797.04,-7.608372297,14652.99028
2022/2/13 1:45,BTC,0,42983.59,0,42983.59,14652.99028,0,0,46.52990277,42983.59,-7.205642151,14652.99028
2022/2/13 2:00,BTC,0,42983.59,0,42983.59,14652.99028,0,0,46.52990277,42849.63,-7.494839312,14652.99028
2022/2/13 2:15,BTC,0,42983.59,0,42983.59,14652.99028,0,0,46.52990277,42828.25,-7.540995144,14652.99028
2022/2/13 2:30,BTC,-1,42800,0.342291114,42800,0,0,0,46.52990277,42800,-7.601982153,14652.99028
2022/2/13 2:45,BTC,-1,42800,0.342291114,42800,0,0,0,46.52990277,42785.01,-7.634343048,14652.99028
2022/2/13 3:00,BTC,-1,42800,0.342291114,42800,0,0,0,46.52990277,42696.78,-7.824816812,14652.99028
2022/2/13 3:15,BTC,-1,42800,0.342291114,42800,0,0,0,46.52990277,42623.99,-7.981958208,14652.99028
2022/2/13 3:30,BTC,-1,42800,0.342291114,42800,0,0,0,46.52990277,42527.84,-8.189529923,14652.99028
2022/2/13 3:45,BTC,0,42603.37,0.342291114,42603.37,14711.53128,61.47159975,0.419599654,47.11531279,42605.11,-8.022716959,14711.53128
2022/2/13 4:00,BTC,1,42639.98,0.344948308,42639.98,0,0,0,47.11531279,42735.93,-7.740298532,14711.53128
2022/2/13 4:15,BTC,0,42669.7,0.344948308,42669.7,14712.9533,4.364327392,0.029671965,47.129533,42624.64,-7.980554967,14712.9533
2022/2/13 4:30,BTC,0,42587.68,0,42587.68,14712.9533,0,0,47.129533,42587.68,-8.060345405,14712.9533
2022/2/13 4:45,BTC,0,42530.61,0,42530.61,14712.9533,0,0,47.129533,42530.61,-8.183549958,14712.9533
2022/2/13 5:00,BTC,0,42019.81,0,42019.81,14712.9533,0,0,47.129533,42019.81,-9.286281442,14712.9533
2022/2/13 5:15,BTC,0,41798.5,0,41798.5,14712.9533,0,0,47.129533,41798.5,-9.764052594,14712.9533
2022/2/13 5:30,BTC,0,41798.5,0,41798.5,14712.9533,0,0,47.129533,41944.65,-9.448539269,14712.9533
2022/2/13 5:45,BTC,0,41798.5,0,41798.5,14712.9533,0,0,47.129533,42058.63,-9.202475576,14712.9533
2022/2/13 6:00,BTC,0,41798.5,0,41798.5,14712.9533,0,0,47.129533,42075.25,-9.166595785,14712.9533
2022/2/13 6:15,BTC,0,41798.5,0,41798.5,14712.9533,0,0,47.129533,42067.69,-9.182916556,14712.9533
2022/2/13 6:30,BTC,0,41798.5,0,41798.5,14712.9533,0,0,47.129533,42107.08,-9.097880156,14712.9533
2022/2/13 6:45,BTC,0,42196.76,0,42196.76,14712.9533,0,0,47.129533,42196.76,-8.904276085,14712.9533
2022/2/13 7:00,BTC,0,42196.76,0,42196.76,14712.9533,0,0,47.129533,42113.74,-9.083502334,14712.9533
2022/2/13 7:15,BTC,0,42196.76,0,42196.76,14712.9533,0,0,47.129533,42102.82,-9.107076781,14712.9533
2022/2/13 7:30,BTC,0,42196.76,0,42196.76,14712.9533,0,0,47.129533,42183.64,-8.932599964,14712.9533
2022/2/13 7:45,BTC,0,42196.76,0,42196.76,14712.9533,0,0,47.129533,42177.32,-8.946243783,14712.9533
2022/2/13 8:00,BTC,0,42196.76,0,42196.76,14712.9533,0,0,47.129533,42247.96,-8.793743877,14712.9533
2022/2/13 8:15,BTC,0,42419.7,0,42419.7,14712.9533,0,0,47.129533,42419.7,-8.422986036,14712.9533
2022/2/13 8:30,BTC,0,42419.7,0,42419.7,14712.9533,0,0,47.129533,42346.53,-8.580947788,14712.9533
2022/2/13 8:45,BTC,0,42419.7,0,42419.7,14712.9533,0,0,47.129533,42439.65,-8.379917334,14712.9533
2022/2/13 9:00,BTC,0,42419.7,0,42419.7,14712.9533,0,0,47.129533,42354.84,-8.563007892,14712.9533
2022/2/13 9:15,BTC,0,42419.7,0,42419.7,14712.9533,0,0,47.129533,42337.21,-8.601068104,14712.9533
2022/2/13 9:30,BTC,-1,42241.52,0.348235828,42241.52,0,0,0,47.129533,42241.52,-8.807646756,14712.9533
2022/2/13 9:45,BTC,-1,42241.52,0.348235828,42241.52,0,0,0,47.129533,42222.03,-8.849722396,14712.9533
2022/2/13 10:00,BTC,-1,42241.52,0.348235828,42241.52,0,0,0,47.129533,42123.3,-9.062863898,14712.9533
2022/2/13 10:15,BTC,0,42174.39,0.348235828,42174.39,14727.51313,17.5024177,0.118983038,47.27513127,42201.86,-8.893266041,14727.51313
2022/2/13 10:30,BTC,0,42174.39,0.348235828,42174.39,14727.51313,0,0,47.27513127,42250.8,-8.787612794,14727.51313
2022/2/13 10:45,BTC,0,42174.39,0.348235828,42174.39,14727.51313,0,0,47.27513127,42192.55,-8.913364769,14727.51313
2022/2/13 11:00,BTC,0,42174.39,0.348235828,42174.39,14727.51313,0,0,47.27513127,42202.24,-8.892445685,14727.51313
2022/2/13 11:15,BTC,1,42240.02,0.348592818,42240.02,0,0,0,47.27513127,42281.55,-8.721228704,14727.51313
2022/2/13 11:30,BTC,0,42273.61,0.348592818,42273.61,14730.38235,5.81472203,0.039489934,47.30382346,42270.08,-8.745990509,14730.38235
2022/2/13 11:45,BTC,0,42273.61,0.348592818,42273.61,14730.38235,0,0,47.30382346,42295.95,-8.69014152,14730.38235
2022/2/13 12:00,BTC,0,42273.61,0.348592818,42273.61,14730.38235,0,0,47.30382346,42295.01,-8.692170822,14730.38235
2022/2/13 12:15,BTC,-1,42184.99,0.349115557,42184.99,0,0,0,47.30382346,42184.99,-8.92968554,14730.38235
2022/2/13 12:30,BTC,0,42171.63,0.349115557,42171.63,14726.21134,-1.224924996,-0.0083173,47.26211345,42200.1,-8.897065586,14726.21134
2022/2/13 12:45,BTC,0,42171.63,0.349115557,42171.63,14726.21134,0,0,47.26211345,42192.4,-8.913688594,14726.21134
2022/2/13 13:00,BTC,0,42171.63,0.349115557,42171.63,14726.21134,0,0,47.26211345,42274.03,-8.737463122,14726.21134
2022/2/13 13:15,BTC,0,42171.63,0.349115557,42171.63,14726.21134,0,0,47.26211345,42245.41,-8.799248899,14726.21134
2022/2/13 13:30,BTC,0,42171.63,0.349115557,42171.63,14726.21134,0,0,47.26211345,42287.52,-8.708340475,14726.21134
2022/2/13 13:45,BTC,0,42171.63,0.349115557,42171.63,14726.21134,0,0,47.26211345,42242.48,-8.805574277,14726.21134
2022/2/13 14:00,BTC,0,42171.63,0.349115557,42171.63,14726.21134,0,0,47.26211345,42285.41,-8.712895611,14726.21134
2022/2/13 14:15,BTC,0,42326.52,0,42326.52,14726.21134,0,0,47.26211345,42337.45,-8.600549984,14726.21134
2022/2/13 14:30,BTC,1,42399.01,0.34725495,42399.01,0,0,0,47.26211345,42399.01,-8.467652274,14726.21134
2022/2/13 14:45,BTC,1,42399.01,0.34725495,42399.01,0,0,0,47.26211345,42457.31,-8.341792357,14726.21134
2022/2/13 15:00,BTC,0,42380,0.34725495,42380,14710.77812,-12.48798252,-0.084818018,47.1077812,42353.92,-8.564994018,14710.77812
2022/2/13 15:15,BTC,0,42380,0.34725495,42380,14710.77812,0,0,47.1077812,42375.32,-8.518795009,14710.77812
2022/2/13 15:30,BTC,0,42390.01,0,42390.01,14710.77812,0,0,47.1077812,42390.01,-8.487081764,14710.77812
2022/2/13 15:45,BTC,1,42422.73,0.346697065,42422.73,0,0,0,47.1077812,42422.73,-8.416444775,14710.77812
2022/2/13 16:00,BTC,1,42422.73,0.346697065,42422.73,0,0,0,47.1077812,42472.72,-8.308524753,14710.77812
2022/2/13 16:15,BTC,0,42494,0.346697065,42494,14726.65205,18.81608177,0.127932361,47.26652046,42465.65,-8.323787697,14726.65205
2022/2/13 16:30,BTC,-1,42354.05,0.347633974,42354.05,0,0,0,47.26652046,42354.05,-8.56471337,14726.65205
2022/2/13 16:45,BTC,-1,42354.05,0.347633974,42354.05,0,0,0,47.26652046,42333.34,-8.609422784,14726.65205
2022/2/13 17:00,BTC,0,42330.29,0.347633974,42330.29,14726.08032,2.373604449,0.016120971,47.2608032,42340.17,-8.594677961,14726.08032
2022/2/13 17:15,BTC,0,42330.29,0.347633974,42330.29,14726.08032,0,0,47.2608032,42339.82,-8.595433552,14726.08032
2022/2/13 17:30,BTC,0,42330.29,0.347633974,42330.29,14726.08032,0,0,47.2608032,42296.03,-8.689968814,14726.08032
2022/2/13 17:45,BTC,0,42330.29,0.347633974,42330.29,14726.08032,0,0,47.2608032,42334.36,-8.607220776,14726.08032
2022/2/13 18:00,BTC,0,42337.27,0,42337.27,14726.08032,0,0,47.2608032,42462.1,-8.331451551,14726.08032
2022/2/13 18:15,BTC,0,42337.27,0,42337.27,14726.08032,0,0,47.2608032,42517.92,-8.210945538,14726.08032
2022/2/13 18:30,BTC,0,42337.27,0,42337.27,14726.08032,0,0,47.2608032,42522.45,-8.201166028,14726.08032
2022/2/13 18:45,BTC,1,42581.98,0.345759758,42581.98,0,0,0,47.2608032,42581.98,-8.072650748,14726.08032
2022/2/13 19:00,BTC,0,42581.99,0.345759758,42581.99,14720.19393,-2.941170115,-0.019976521,47.20193934,42563.9,-8.111682434,14720.19393
2022/2/13 19:15,BTC,0,42535.23,0,42535.23,14720.19393,0,0,47.20193934,42535.23,-8.173576153,14720.19393
2022/2/13 19:30,BTC,-1,42519.39,0.346130316,42519.39,0,0,0,47.20193934,42519.39,-8.207772055,14720.19393
2022/2/13 19:45,BTC,0,42494.05,0.346130316,42494.05,14720.13745,2.887550625,0.019620178,47.20137446,42525.78,-8.193977117,14720.13745
2022/2/13 20:00,BTC,0,42525.8,0,42525.8,14720.13745,0,0,47.20137446,42537.58,-8.168502897,14720.13745
2022/2/13 20:15,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42559.85,-8.120425704,14720.13745
2022/2/13 20:30,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42475.17,-8.303235615,14720.13745
2022/2/13 20:45,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42524.94,-8.195790536,14720.13745
2022/2/13 21:00,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42538.19,-8.16718601,14720.13745
2022/2/13 21:15,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42501.99,-8.245335735,14720.13745
2022/2/13 21:30,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42521.03,-8.20423157,14720.13745
2022/2/13 21:45,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42492.12,-8.266643409,14720.13745
2022/2/13 22:00,BTC,0,42559.85,0,42559.85,14720.13745,0,0,47.20137446,42346.9,-8.58014902,14720.13745
2022/2/13 22:15,BTC,0,42293.91,0,42293.91,14720.13745,0,0,47.20137446,42293.91,-8.694545538,14720.13745
2022/2/13 22:30,BTC,0,42293.91,0,42293.91,14720.13745,0,0,47.20137446,42609.72,-8.012764743,14720.13745
2022/2/13 22:45,BTC,0,42293.91,0,42293.91,14720.13745,0,0,47.20137446,42589.19,-8.057085568,14720.13745
2022/2/13 23:00,BTC,0,42293.91,0,42293.91,14720.13745,0,0,47.20137446,42669.98,-7.882673515,14720.13745
2022/2/13 23:15,BTC,0,42293.91,0,42293.91,14720.13745,0,0,47.20137446,42644.99,-7.936622732,14720.13745
2022/2/13 23:30,BTC,0,42293.91,0,42293.91,14720.13745,0,0,47.20137446,42435,-8.389955904,14720.13745
2022/2/13 23:45,BTC,0,42374.94,0,42374.94,14720.13745,0,0,47.20137446,42374.94,-8.519615365,14720.13745
2022/2/14 0:00,BTC,-1,42307.39,0.347863421,42307.39,0,0,0,47.20137446,42307.39,-8.66544448,14720.13745
2022/2/14 0:15,BTC,-1,42307.39,0.347863421,42307.39,0,0,0,47.20137446,42295.32,-8.691501584,14720.13745
2022/2/14 0:30,BTC,-1,42307.39,0.347863421,42307.39,0,0,0,47.20137446,42197.07,-8.903606847,14720.13745
2022/2/14 0:45,BTC,-1,42307.39,0.347863421,42307.39,0,0,0,47.20137446,42184.85,-8.929987777,14720.13745
2022/2/14 1:00,BTC,0,42200,0.347863421,42200,14748.67854,31.48511823,0.213934256,47.48678537,42248.17,-8.793290522,14748.67854
2022/2/14 1:15,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42223.31,-8.846959091,14748.67854
2022/2/14 1:30,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42302.86,-8.67522399,14748.67854
2022/2/14 1:45,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42306.89,-8.666523896,14748.67854
2022/2/14 2:00,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42231.76,-8.828716959,14748.67854
2022/2/14 2:15,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,41965.66,-9.403182205,14748.67854
2022/2/14 2:30,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42078.67,-9.159212579,14748.67854
2022/2/14 2:45,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42128.51,-9.051616382,14748.67854
2022/2/14 3:00,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,41986.97,-9.357177491,14748.67854
2022/2/14 3:15,BTC,0,42200,0.347863421,42200,14748.67854,0,0,47.48678537,42014.95,-9.296773366,14748.67854
2022/2/14 3:30,BTC,0,41929.42,0,41929.42,14748.67854,0,0,47.48678537,42057.09,-9.205800178,14748.67854
2022/2/14 3:45,BTC,0,42180.55,0,42180.55,14748.67854,0,0,47.48678537,42180.55,-8.939270755,14748.67854
2022/2/14 4:00,BTC,0,42180.55,0,42180.55,14748.67854,0,0,47.48678537,42302.69,-8.675590991,14748.67854
2022/2/14 4:15,BTC,0,42180.55,0,42180.55,14748.67854,0,0,47.48678537,42308.38,-8.663307236,14748.67854
2022/2/14 4:30,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42436.82,-8.386026829,14748.67854
2022/2/14 4:45,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42281.13,-8.722135413,14748.67854
2022/2/14 5:00,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42237.57,-8.816174143,14748.67854
2022/2/14 5:15,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42274.99,-8.735390643,14748.67854
2022/2/14 5:30,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42252.11,-8.784784723,14748.67854
2022/2/14 5:45,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42334.83,-8.606206124,14748.67854
2022/2/14 6:00,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42343.43,-8.587640168,14748.67854
2022/2/14 6:15,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42329.28,-8.618187643,14748.67854
2022/2/14 6:30,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42222.91,-8.847822623,14748.67854
2022/2/14 6:45,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42332.45,-8.611344145,14748.67854
2022/2/14 7:00,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42119.91,-9.070182339,14748.67854
2022/2/14 7:15,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42234.56,-8.822672228,14748.67854
2022/2/14 7:30,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42010.96,-9.305387107,14748.67854
2022/2/14 7:45,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42162.91,-8.977352555,14748.67854
2022/2/14 8:00,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42029.32,-9.265750948,14748.67854
2022/2/14 8:15,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42088.12,-9.138811615,14748.67854
2022/2/14 8:30,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42073.65,-9.170049917,14748.67854
2022/2/14 8:45,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,42080.64,-9.154959679,14748.67854
2022/2/14 9:00,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,41765.23,-9.835876941,14748.67854
2022/2/14 9:15,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,41668.41,-10.04489507,14748.67854
2022/2/14 9:30,BTC,0,42436.82,0,42436.82,14748.67854,0,0,47.48678537,41724.99,-9.922748349,14748.67854
2022/2/14 9:45,BTC,0,41827.35,0,41827.35,14748.67854,0,0,47.48678537,41827.35,-9.701770286,14748.67854
2022/2/14 10:00,BTC,0,41827.35,0,41827.35,14748.67854,0,0,47.48678537,41735.73,-9.899562491,14748.67854
2022/2/14 10:15,BTC,0,41827.35,0,41827.35,14748.67854,0,0,47.48678537,41742.82,-9.884256371,14748.67854
2022/2/14 10:30,BTC,0,41796.98,0,41796.98,14748.67854,0,0,47.48678537,41796.98,-9.767334019,14748.67854
2022/2/14 10:45,BTC,1,41904.27,0.351890841,41904.27,0,0,0,47.48678537,41904.27,-9.535712913,14748.67854
2022/2/14 11:00,BTC,1,41904.27,0.351890841,41904.27,0,0,0,47.48678537,41914.68,-9.51323947,14748.67854
2022/2/14 11:15,BTC,1,41904.27,0.351890841,41904.27,0,0,0,47.48678537,41937.08,-9.464881629,14748.67854
2022/2/14 11:30,BTC,0,41940.64,0.351890841,41940.64,14755.57537,9.846564463,0.066775706,47.55575365,41900.01,-9.544909538,14755.57537
2022/2/14 11:45,BTC,0,41887.15,0,41887.15,14755.57537,0,0,47.55575365,41887.15,-9.57267212,14755.57537
2022/2/14 12:00,BTC,0,41887.15,0,41887.15,14755.57537,0,0,47.55575365,41968.17,-9.397763536,14755.57537
2022/2/14 12:15,BTC,0,41887.15,0,41887.15,14755.57537,0,0,47.55575365,41901.77,-9.541109994,14755.57537
2022/2/14 12:30,BTC,0,41887.15,0,41887.15,14755.57537,0,0,47.55575365,41949.23,-9.438651818,14755.57537
2022/2/14 12:45,BTC,0,41887.15,0,41887.15,14755.57537,0,0,47.55575365,41901.75,-9.54115317,14755.57537
2022/2/14 13:00,BTC,0,41887.15,0,41887.15,14755.57537,0,0,47.55575365,41869.37,-9.611056157,14755.57537
2022/2/14 13:15,BTC,-1,41816.89,0.352791043,41816.89,0,0,0,47.55575365,41816.89,-9.72435167,14755.57537
2022/2/14 13:30,BTC,-1,41816.89,0.352791043,41816.89,0,0,0,47.55575365,41806.66,-9.746436524,14755.57537
2022/2/14 13:45,BTC,0,41800.35,0.352791043,41800.35,14752.5607,-0.063551779,-0.000430783,47.52560698,41916.83,-9.508597981,14752.5607
2022/2/14 14:00,BTC,0,41800.35,0.352791043,41800.35,14752.5607,0,0,47.52560698,41907.95,-9.527768411,14752.5607
2022/2/14 14:15,BTC,0,41800.35,0.352791043,41800.35,14752.5607,0,0,47.52560698,42060.98,-9.19740232,14752.5607
2022/2/14 14:30,BTC,0,41800.35,0.352791043,41800.35,14752.5607,0,0,47.52560698,42135.45,-9.036634087,14752.5607
2022/2/14 14:45,BTC,0,41800.35,0.352791043,41800.35,14752.5607,0,0,47.52560698,42196.14,-8.905614561,14752.5607
2022/2/14 15:00,BTC,0,41800.35,0.352791043,41800.35,14752.5607,0,0,47.52560698,42164.16,-8.974654015,14752.5607
2022/2/14 15:15,BTC,0,41800.35,0.352791043,41800.35,14752.5607,0,0,47.52560698,42201.5,-8.894043221,14752.5607
2022/2/14 15:30,BTC,0,42267,0,42267,14752.5607,0,0,47.52560698,42322.49,-8.632846114,14752.5607
2022/2/14 15:45,BTC,0,42267,0,42267,14752.5607,0,0,47.52560698,42357.84,-8.556531396,14752.5607
2022/2/14 16:00,BTC,0,42267,0,42267,14752.5607,0,0,47.52560698,42128.85,-9.050882379,14752.5607
2022/2/14 16:15,BTC,0,42267,0,42267,14752.5607,0,0,47.52560698,42095.97,-9.121864782,14752.5607
2022/2/14 16:30,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42016.53,-9.293362411,14752.5607
2022/2/14 16:45,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42103.15,-9.106364367,14752.5607
2022/2/14 17:00,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42155.01,-8.994407329,14752.5607
2022/2/14 17:15,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42036.18,-9.250941359,14752.5607
2022/2/14 17:30,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42031.49,-9.261066282,14752.5607
2022/2/14 17:45,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42119.99,-9.070009633,14752.5607
2022/2/14 18:00,BTC,0,42016.53,0,42016.53,14752.5607,0,0,47.52560698,42128.86,-9.050860791,14752.5607
2022/2/14 18:15,BTC,0,42254.26,0,42254.26,14752.5607,0,0,47.52560698,42254.26,-8.780143234,14752.5607
2022/2/14 18:30,BTC,0,42254.26,0,42254.26,14752.5607,0,0,47.52560698,42236.78,-8.817879621,14752.5607
2022/2/14 18:45,BTC,0,42254.26,0,42254.26,14752.5607,0,0,47.52560698,42170.72,-8.960492076,14752.5607
2022/2/14 19:00,BTC,0,42254.26,0,42254.26,14752.5607,0,0,47.52560698,42188.41,-8.922302334,14752.5607
2022/2/14 19:15,BTC,0,42254.26,0,42254.26,14752.5607,0,0,47.52560698,42111.54,-9.088251765,14752.5607
2022/2/14 19:30,BTC,0,42254.26,0,42254.26,14752.5607,0,0,47.52560698,42096,-9.121800017,14752.5607
2022/2/14 19:45,BTC,0,42012.85,0,42012.85,14752.5607,0,0,47.52560698,42012.85,-9.301306914,14752.5607
2022/2/14 20:00,BTC,0,42012.85,0,42012.85,14752.5607,0,0,47.52560698,42121.52,-9.066706619,14752.5607
2022/2/14 20:15,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42339.54,-8.596038025,14752.5607
2022/2/14 20:30,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42558.25,-8.123879836,14752.5607
2022/2/14 20:45,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42486.77,-8.278193161,14752.5607
2022/2/14 21:00,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42560.95,-8.118050989,14752.5607
2022/2/14 21:15,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42414.39,-8.434449435,14752.5607
2022/2/14 21:30,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42546.63,-8.148965466,14752.5607
2022/2/14 21:45,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42591.37,-8.052379314,14752.5607
2022/2/14 22:00,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42607.19,-8.018226588,14752.5607
2022/2/14 22:15,BTC,0,42339.54,0,42339.54,14752.5607,0,0,47.52560698,42613.4,-8.004820241,14752.5607
