1720494600000,57162.01000000,57272.00000000,57075.14000000,57075.15000000,53.48226000,1720494899999,3058224.91164740,3840,25.46112000,1456137.85665370,0
1720494900000,57075.14000000,57085.18000000,56963.68000000,56986.01000000,75.83915000,1720495199999,4325424.73430020,4355,33.24303000,1895786.72891310,0
1720495200000,56986.01000000,57058.00000000,56980.00000000,57004.03000000,35.66310000,1720495499999,2033226.29237770,4007,21.60978000,1232032.34610680,0
1720495500000,57004.03000000,57038.00000000,56877.25000000,56905.50000000,44.90679000,1720495799999,2556739.89720790,3849,18.52798000,1055048.63952580,0
1720495800000,56905.50000000,56988.00000000,56894.05000000,56925.01000000,36.46510000,1720496099999,2076243.96827130,3093,13.24037000,753860.34790000,0
1720496100000,56925.01000000,56992.13000000,56915.04000000,56992.13000000,24.76345000,1720496399999,1410377.42954420,2832,12.92926000,736365.86096550,0
1720496400000,56992.12000000,57024.00000000,56966.49000000,57013.06000000,44.91896000,1720496699999,2560389.33404160,2653,23.21411000,1323127.68612530,0
1720496700000,57013.06000000,57113.99000000,56994.99000000,57102.01000000,58.48585000,1720496999999,3337806.74884140,3928,33.34906000,1903050.26476650,0
1720497000000,57102.00000000,57243.85000000,57099.47000000,57217.83000000,61.88694000,1720497299999,3539273.44104350,3914,40.13984000,2295432.90586740,0
1720497300000,57217.83000000,57217.83000000,57120.82000000,57168.36000000,49.19062000,1720497599999,2811862.80037240,2601,21.92029000,1253039.89281180,0
1720497600000,57168.36000000,57230.00000000,57109.21000000,57219.53000000,70.32665000,1720497899999,4021585.79270410,3566,39.43530000,2255283.19279910,0
1720497900000,57219.53000000,57300.00000000,57200.00000000,57300.00000000,48.40630000,1720498199999,2770495.77580710,3232,22.60021000,1293636.32247130,0
1720498200000,57300.00000000,57329.82000000,57255.19000000,57262.00000000,76.67558000,1720498499999,4393812.26652510,3940,33.46819000,1917892.24389520,0
1720498500000,57262.00000000,57344.00000000,57205.10000000,57270.00000000,66.49463000,1720498799999,3807572.19225760,5372,27.53278000,1576772.12214540,0
1720498800000,57270.00000000,57284.00000000,57199.12000000,57203.99000000,74.36124000,1720499099999,4255098.18599380,3510,28.96449000,1657399.93449600,0
1720499100000,57204.00000000,57250.00000000,57188.45000000,57229.05000000,53.95731000,1720499399999,3087249.79017810,3704,21.22215000,1214135.89836750,0
1720499400000,57229.05000000,57366.19000000,57202.00000000,57312.00000000,143.49672000,1720499699999,8219185.02201280,11271,63.65859000,3646546.42972220,0
1720499700000,57312.00000000,57346.00000000,57222.17000000,57303.85000000,74.60889000,1720499999999,4273225.33873990,9536,32.18153000,1843193.08155590,0
1720500000000,57303.85000000,57318.32000000,57146.81000000,57193.99000000,122.17277000,1720500299999,6988991.07325510,6973,33.06104000,1891744.94183500,0
1720500300000,57194.00000000,57216.00000000,57118.28000000,57157.94000000,54.38041000,1720500599999,3108189.40210270,2966,14.40801000,823491.31354920,0
1720500600000,57157.95000000,57190.37000000,57113.82000000,57165.17000000,38.27899000,1720500899999,2187692.95836880,2760,15.93224000,910608.21436610,0
1720500900000,57165.18000000,57330.00000000,57165.17000000,57286.00000000,45.41795000,1720501199999,2600934.86926130,2858,25.85078000,1479814.25732390,0
1720501200000,57286.01000000,57333.84000000,57236.00000000,57247.99000000,64.96648000,1720501499999,3722203.66412540,3597,28.19038000,1615286.49277900,0
1720501500000,57248.00000000,57333.82000000,57155.41000000,57155.41000000,64.53796000,1720501799999,3695152.42132750,3571,17.51875000,1003373.26610900,0
1720501800000,57155.42000000,57263.71000000,57120.00000000,57247.99000000,57.43194000,1720502099999,3285117.21628380,4091,26.27742000,1503173.54206680,0
1720502100000,57248.00000000,57362.00000000,57234.01000000,57277.52000000,75.85346000,1720502399999,4346297.21361410,4300,29.01273000,1662409.71673570,0
1720502400000,57277.53000000,57359.80000000,57192.00000000,57280.00000000,66.30030000,1720502699999,3799205.27666770,4145,30.72554000,1760391.51457790,0
1720502700000,57279.99000000,57344.00000000,57246.75000000,57337.24000000,51.32959000,1720502999999,2941147.25174420,3091,29.41657000,1685663.32583710,0
