Time,quantity,payment quantity
2023-12-29 12:00:00,6.0,0.8694
2023-12-29 12:05:00,8.0,1.1617
2023-12-29 12:10:00,11.0,1.6142
2023-12-29 12:15:00,2.0,0.312
2023-12-29 12:20:00,12.0,1.782
2023-12-29 12:25:00,2.0,0.3044
2023-12-29 12:30:00,7.0,1.0535999999999999
2023-12-29 12:35:00,9.0,1.3927
2023-12-29 12:40:00,14.0,2.2238
2023-12-29 12:45:00,6.0,0.952
2023-12-29 12:50:00,9.0,1.4226
2023-12-29 12:55:00,19.0,3.2049000000000003
