Time,quantity,payment quantity
2023-12-29 12:00:00,25.0,3.6452999999999998
2023-12-29 12:15:00,16.0,2.3984
2023-12-29 12:30:00,30.0,4.6701
2023-12-29 12:45:00,34.0,5.5795
