,id,price,qty,qty_1,qty_2,quoteQty,quoteQty_1,quoteQty_2,isBuyerMaker,time
313,24905699,0.774,8603.16,8603.2,8603.0,6658.84584,6658.85,6659.0,False,1718068451948
314,24905700,0.774,3048.13,3048.1,3048.0,2359.25262,2359.25,2359.0,False,1718068451948
315,24905701,0.774,625.39,625.4,625.0,484.05186,484.05,484.0,False,1718068451948
316,24905702,0.774,2554.3,2554.3,2554.0,1977.0282,1977.03,1977.0,False,1718068451948
317,24905703,0.774,1322.3,1322.3,1322.0,1023.4602,1023.46,1023.0,False,1718068451948
318,24905704,0.774,7.68,7.7,8.0,5.94432,5.94,6.0,False,1718068451948
319,24905705,0.774,43.7,43.7,44.0,33.8238,33.82,34.0,False,1718068451948
320,24905706,0.774,3250.04,3250.0,3250.0,2515.53096,2515.53,2516.0,False,1718068451948
321,24905707,0.774,1324.52,1324.5,1325.0,1025.17848,1025.18,1025.0,False,1718068451948
322,24905708,0.774,258.39,258.4,258.0,199.99386,199.99,200.0,False,1718068455028
323,24905709,0.774,625.22,625.2,625.0,483.92028,483.92,484.0,False,1718068457583
324,24905710,0.774,807.12,807.1,807.0,624.71088,624.71,625.0,False,1718068457583
325,24905711,0.774,16.74,16.7,17.0,12.95676,12.96,13.0,False,1718068457583
326,24905712,0.774,70.0,70.0,70.0,54.18,54.18,54.0,False,1718068458039
327,24905713,0.774,2267.09,2267.1,2267.0,1754.72766,1754.73,1755.0,False,1718068458329
328,24905714,0.774,316.88,316.9,317.0,245.26512,245.27,245.0,False,1718068458329
329,24905715,0.774,1051.89,1051.9,1052.0,814.16286,814.16,814.0,False,1718068462893
330,24905716,0.773,22.05,22.0,22.0,17.04465,17.04,17.0,True,1718068466653
331,24905717,0.774,9.9,9.9,10.0,7.6626,7.66,8.0,False,1718068467614
332,24905718,0.773,8.73,8.7,9.0,6.74829,6.75,7.0,True,1718068475053
333,24905719,0.774,792.84,792.8,793.0,613.65816,613.66,614.0,False,1718068477586
334,24905720,0.774,15.17,15.2,15.0,11.74158,11.74,12.0,False,1718068477586
335,24905721,0.774,155.23,155.2,155.0,120.14802,120.15,120.0,False,1718068477586
336,24905722,0.774,139.0,139.0,139.0,107.586,107.59,108.0,False,1718068477586
337,24905723,0.774,24.91,24.9,25.0,19.28034,19.28,19.0,False,1718068477586
338,24905724,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477586
339,24905725,0.774,47.94,47.9,48.0,37.10556,37.11,37.0,False,1718068477586
340,24905726,0.774,487.53,487.5,488.0,377.34822,377.35,377.0,False,1718068477586
341,24905727,0.774,15.33,15.3,15.0,11.86542,11.87,12.0,False,1718068477586
342,24905728,0.774,1569.5,1569.5,1570.0,1214.793,1214.79,1215.0,False,1718068477586
343,24905729,0.774,2509.39,2509.4,2509.0,1942.26786,1942.27,1942.0,False,1718068477586
344,24905730,0.774,357.2,357.2,357.0,276.4728,276.47,276.0,False,1718068477586
345,24905731,0.774,1656.18,1656.2,1656.0,1281.88332,1281.88,1282.0,False,1718068477586
346,24905732,0.774,1578.17,1578.2,1578.0,1221.50358,1221.5,1222.0,False,1718068477587
347,24905733,0.774,2297.83,2297.8,2298.0,1778.52042,1778.52,1779.0,False,1718068477587
348,24905734,0.774,29.21,29.2,29.0,22.60854,22.61,23.0,False,1718068477589
349,24905735,0.774,74.3,74.3,74.0,57.5082,57.51,58.0,False,1718068477589
350,24905736,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
351,24905737,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
352,24905738,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
353,24905739,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
354,24905740,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
355,24905741,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
356,24905742,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
357,24905743,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068477589
358,24905744,0.774,89.33,89.3,89.0,69.14142,69.14,69.0,False,1718068477589
359,24905745,0.774,7.76,7.8,8.0,6.00624,6.01,6.0,True,1718068477595
360,24905746,0.774,7.76,7.8,8.0,6.00624,6.01,6.0,True,1718068477596
361,24905747,0.774,7.76,7.8,8.0,6.00624,6.01,6.0,True,1718068477599
362,24905748,0.774,7.76,7.8,8.0,6.00624,6.01,6.0,True,1718068477599
363,24905749,0.774,7.76,7.8,8.0,6.00624,6.01,6.0,True,1718068477602
364,24905750,0.774,10.58,10.6,11.0,8.18892,8.19,8.0,True,1718068477603
365,24905751,0.774,7.32,7.3,7.0,5.66568,5.67,6.0,True,1718068478293
366,24905752,0.774,223.0,223.0,223.0,172.602,172.6,173.0,True,1718068481075
367,24905753,0.774,406.72,406.7,407.0,314.80128,314.8,315.0,True,1718068481076
368,24905754,0.774,1125.26,1125.3,1125.0,870.95124,870.95,871.0,True,1718068481076
369,24905755,0.774,1125.26,1125.3,1125.0,870.95124,870.95,871.0,True,1718068481076
370,24905756,0.774,527.73,527.7,528.0,408.46302,408.46,408.0,True,1718068481076
371,24905757,0.774,468.03,468.0,468.0,362.25522,362.26,362.0,True,1718068481076
372,24905758,0.775,42.72,42.7,43.0,33.108,33.11,33.0,False,1718068481223
373,24905759,0.774,1791.05,1791.0,1791.0,1386.2727,1386.27,1386.0,True,1718068481651
374,24905760,0.774,260.01,260.0,260.0,201.24774,201.25,201.0,True,1718068481651
375,24905761,0.774,625.39,625.4,625.0,484.05186,484.05,484.0,True,1718068481651
376,24905762,0.774,64.5,64.5,64.0,49.923,49.92,50.0,True,1718068481651
377,24905763,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,True,1718068481651
378,24905764,0.774,3231.37,3231.4,3231.0,2501.08038,2501.08,2501.0,True,1718068481651
379,24905765,0.774,344.5,344.5,344.0,266.643,266.64,267.0,True,1718068481651
380,24905766,0.773,190.0,190.0,190.0,146.87,146.87,147.0,True,1718068481673
381,24905767,0.773,12.63,12.6,13.0,9.76299,9.76,10.0,True,1718068491210
382,24905768,0.774,1900.88,1900.9,1901.0,1471.28112,1471.28,1471.0,False,1718068493339
383,24905769,0.774,629.72,629.7,630.0,487.40328,487.4,487.0,False,1718068493339
384,24905770,0.774,527.73,527.7,528.0,408.46302,408.46,408.0,False,1718068493339
385,24905771,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,False,1718068493339
386,24905772,0.774,69.5,69.5,70.0,53.793,53.79,54.0,False,1718068493339
387,24905773,0.774,622.03,622.0,622.0,481.45122,481.45,481.0,False,1718068493339
388,24905774,0.774,19.1,19.1,19.0,14.7834,14.78,15.0,False,1718068493339
389,24905775,0.774,740.96,741.0,741.0,573.50304,573.5,574.0,False,1718068493339
390,24905776,0.774,598.23,598.2,598.0,463.03002,463.03,463.0,False,1718068493340
391,24905777,0.774,303.41,303.4,303.0,234.83934,234.84,235.0,False,1718068493340
392,24905778,0.774,1000.0,1000.0,1000.0,774.0,774.0,774.0,False,1718068493361
393,24905779,0.774,588.77,588.8,589.0,455.70798,455.71,456.0,False,1718068493361
394,24905780,0.774,813.6,813.6,814.0,629.7264,629.73,630.0,False,1718068493361
395,24905781,0.774,15.16,15.2,15.0,11.73384,11.73,12.0,False,1718068493361
396,24905782,0.774,356.2,356.2,356.0,275.6988,275.7,276.0,False,1718068493361
397,24905783,0.774,629.72,629.7,630.0,487.40328,487.4,487.0,True,1718068493614
398,24905784,0.774,629.72,629.7,630.0,487.40328,487.4,487.0,True,1718068493614
399,24905785,0.774,64.55,64.6,65.0,49.9617,49.96,50.0,True,1718068493614
400,24905786,0.774,64.49,64.5,64.0,49.91526,49.92,50.0,True,1718068493614
401,24905787,0.774,10.8,10.8,11.0,8.3592,8.36,8.0,True,1718068493614
402,24905788,0.774,539.45,539.4,539.0,417.5343,417.53,418.0,True,1718068493614
403,24905789,0.775,65.03,65.0,65.0,50.39825,50.4,50.0,False,1718068495262
404,24905790,0.774,9.08,9.1,9.0,7.02792,7.03,7.0,True,1718068498547
405,24905791,0.774,3.82,3.8,4.0,2.95668,2.96,3.0,True,1718068504914
406,24905792,0.774,8.6,8.6,9.0,6.6564,6.66,7.0,True,1718068504914
407,24905793,0.775,14.12,14.1,14.0,10.943,10.94,11.0,False,1718068509606
408,24905794,0.775,20.87,20.9,21.0,16.17425,16.17,16.0,False,1718068517248
409,24905795,0.774,722.99,723.0,723.0,559.59426,559.59,560.0,True,1718068517753
410,24905796,0.774,2844.51,2844.5,2845.0,2201.65074,2201.65,2202.0,True,1718068541734
411,24905797,0.774,775.41,775.4,775.0,600.16734,600.17,600.0,True,1718068546842
412,24905798,0.774,3231.37,3231.4,3231.0,2501.08038,2501.08,2501.0,True,1718068553418
413,24905799,0.774,625.39,625.4,625.0,484.05186,484.05,484.0,True,1718068553418
414,24905800,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,True,1718068553418
415,24905801,0.774,641.48,641.5,641.0,496.50552,496.51,497.0,True,1718068553418
416,24905802,0.774,193.79,193.8,194.0,149.99346,149.99,150.0,True,1718068553418
417,24905803,0.774,64.59,64.6,65.0,49.99266,49.99,50.0,True,1718068553418
418,24905804,0.774,463.46,463.5,463.0,358.71804,358.72,359.0,True,1718068553418
419,24905805,0.774,502.93,502.9,503.0,389.26782,389.27,389.0,True,1718068553418
420,24905806,0.774,516.79,516.8,517.0,399.99546,400.0,400.0,True,1718068553418
421,24905807,0.774,789.31,789.3,789.0,610.92594,610.93,611.0,True,1718068553418
422,24905808,0.774,1962.18,1962.2,1962.0,1518.72732,1518.73,1519.0,True,1718068553418
423,24905809,0.774,321.08,321.1,321.0,248.51592,248.52,249.0,True,1718068553418
424,24905810,0.774,590.37,590.4,590.0,456.94638,456.95,457.0,True,1718068553418
425,24905811,0.774,659.0,659.0,659.0,510.066,510.07,510.0,False,1718068555072
426,24905812,0.774,87.51,87.5,88.0,67.73274,67.73,68.0,False,1718068555072
427,24905813,0.774,440.22,440.2,440.0,340.73028,340.73,341.0,False,1718068559536
428,24905814,0.774,135.05,135.0,135.0,104.5287,104.53,105.0,False,1718068559536
429,24905815,0.774,575.27,575.3,575.0,445.25898,445.26,445.0,False,1718068561537
430,24905816,0.774,549.12,549.1,549.0,425.01888,425.02,425.0,False,1718068562536
431,24905817,0.774,26.15,26.2,26.0,20.2401,20.24,20.0,False,1718068562536
432,24905818,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,False,1718068569251
433,24905819,0.773,891.85,891.8,892.0,689.40005,689.4,689.0,True,1718068573974
434,24905820,0.773,115.6,115.6,116.0,89.3588,89.36,89.0,True,1718068573974
435,24905821,0.773,2259.08,2259.1,2259.0,1746.26884,1746.27,1746.0,True,1718068573974
436,24905822,0.773,135.65,135.6,136.0,104.85745,104.86,105.0,True,1718068573974
437,24905823,0.773,392.08,392.1,392.0,303.07784,303.08,303.0,True,1718068588913
438,24905824,0.773,735.25,735.2,735.0,568.34825,568.35,568.0,True,1718068588913
439,24905825,0.773,760.44,760.4,760.0,587.82012,587.82,588.0,True,1718068588913
440,24905826,0.773,593.29,593.3,593.0,458.61317,458.61,459.0,True,1718068588913
441,24905827,0.773,1146.57,1146.6,1147.0,886.29861,886.3,886.0,True,1718068588913
442,24905828,0.773,493.94,493.9,494.0,381.81562,381.82,382.0,True,1718068588913
443,24905829,0.773,625.39,625.4,625.0,483.42647,483.43,483.0,True,1718068588913
444,24905830,0.773,1854.69,1854.7,1855.0,1433.67537,1433.68,1434.0,True,1718068588913
445,24905831,0.773,1229.66,1229.7,1230.0,950.52718,950.53,951.0,True,1718068588913
446,24905832,0.773,293.16,293.2,293.0,226.61268,226.61,227.0,True,1718068588918
447,24905833,0.773,25.71,25.7,26.0,19.87383,19.87,20.0,True,1718068588918
448,24905834,0.773,467.31,467.3,467.0,361.23063,361.23,361.0,True,1718068588918
449,24905835,0.773,1305.13,1305.1,1305.0,1008.86549,1008.87,1009.0,True,1718068588919
450,24905836,0.773,185.49,185.5,185.0,143.38377,143.38,143.0,True,1718068588919
451,24905837,0.773,168.66,168.7,169.0,130.37418,130.37,130.0,True,1718068588920
452,24905838,0.773,15.13,15.1,15.0,11.69549,11.7,12.0,True,1718068588984
453,24905839,0.773,154.92,154.9,155.0,119.75316,119.75,120.0,True,1718068588984
454,24905840,0.773,374.94,374.9,375.0,289.82862,289.83,290.0,True,1718068588984
455,24905841,0.773,513.89,513.9,514.0,397.23697,397.24,397.0,True,1718068588988
456,24905842,0.773,120.74,120.7,121.0,93.33202,93.33,93.0,True,1718068588990
457,24905843,0.773,527.95,528.0,528.0,408.10535,408.11,408.0,True,1718068588990
458,24905844,0.773,52.75,52.8,53.0,40.77575,40.78,41.0,True,1718068588990
459,24905845,0.773,12.91,12.9,13.0,9.97943,9.98,10.0,True,1718068588990
460,24905846,0.773,2774.35,2774.4,2774.0,2144.57255,2144.57,2145.0,True,1718068588990
461,24905847,0.773,9515.0,9515.0,9515.0,7355.095,7355.1,7355.0,True,1718068588992
462,24905848,0.773,7780.0,7780.0,7780.0,6013.94,6013.94,6014.0,True,1718068588994
463,24905849,0.773,1005.98,1006.0,1006.0,777.62254,777.62,778.0,True,1718068588994
464,24905850,0.773,445.88,445.9,446.0,344.66524,344.67,345.0,True,1718068588995
465,24905851,0.773,1000.0,1000.0,1000.0,773.0,773.0,773.0,True,1718068589000
466,24905852,0.774,1086.21,1086.2,1086.0,840.72654,840.73,841.0,False,1718068589748
467,24905853,0.774,1000.0,1000.0,1000.0,774.0,774.0,774.0,False,1718068589748
468,24905854,0.774,2079.47,2079.5,2079.0,1609.50978,1609.51,1610.0,False,1718068589748
469,24905855,0.773,488.46,488.5,488.0,377.57958,377.58,378.0,True,1718068602981
470,24905856,0.773,323.54,323.5,324.0,250.09642,250.1,250.0,True,1718068603030
471,24905857,0.773,588.23,588.2,588.0,454.70179,454.7,455.0,True,1718068603043
472,24905858,0.773,398.58,398.6,399.0,308.10234,308.1,308.0,True,1718068603045
473,24905859,0.773,323.4,323.4,323.0,249.9882,249.99,250.0,True,1718068603082
474,24905860,0.773,368.19,368.2,368.0,284.61087,284.61,285.0,True,1718068603084
475,24905861,0.773,323.54,323.5,324.0,250.09642,250.1,250.0,True,1718068603360
476,24905862,0.774,359.27,359.3,359.0,278.07498,278.07,278.0,False,1718068603784
477,24905863,0.774,286.72,286.7,287.0,221.92128,221.92,222.0,False,1718068603784
478,24905864,0.773,20.01,20.0,20.0,15.46773,15.47,15.0,True,1718068605859
479,24905865,0.774,39.9,39.9,40.0,30.8826,30.88,31.0,False,1718068606166
480,24905866,0.773,66.79,66.8,67.0,51.62867,51.63,52.0,True,1718068611312
481,24905867,0.774,210.0,210.0,210.0,162.54,162.54,163.0,False,1718068620306
482,24905868,0.774,54.5,54.5,54.0,42.183,42.18,42.0,False,1718068625757
483,24905869,0.774,332.21,332.2,332.0,257.13054,257.13,257.0,False,1718068628451
484,24905870,0.774,3708.79,3708.8,3709.0,2870.60346,2870.6,2871.0,False,1718068628451
485,24905871,0.774,8291.21,8291.2,8291.0,6417.39654,6417.4,6417.0,False,1718068628452
486,24905872,0.774,9.08,9.1,9.0,7.02792,7.03,7.0,False,1718068628452
487,24905873,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,False,1718068628452
488,24905874,0.774,61.23,61.2,61.0,47.39202,47.39,47.0,False,1718068628452
489,24905875,0.774,10.8,10.8,11.0,8.3592,8.36,8.0,False,1718068628452
490,24905876,0.774,658.78,658.8,659.0,509.89572,509.9,510.0,False,1718068628452
491,24905877,0.774,2572.58,2572.6,2573.0,1991.17692,1991.18,1991.0,False,1718068628454
492,24905878,0.774,516.79,516.8,517.0,399.99546,400.0,400.0,False,1718068628454
493,24905879,0.774,625.39,625.4,625.0,484.05186,484.05,484.0,False,1718068628454
494,24905880,0.774,12.91,12.9,13.0,9.99234,9.99,10.0,False,1718068628454
495,24905881,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
496,24905882,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
497,24905883,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
498,24905884,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
499,24905885,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
500,24905886,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
501,24905887,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
502,24905888,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
503,24905889,0.774,89.46,89.5,89.0,69.24204,69.24,69.0,False,1718068628454
504,24905890,0.774,89.42,89.4,89.0,69.21108,69.21,69.0,False,1718068628454
505,24905891,0.775,10.33,10.3,10.0,8.00575,8.01,8.0,False,1718068641650
506,24905892,0.774,200.0,200.0,200.0,154.8,154.8,155.0,True,1718068644727
507,24905893,0.775,527.43,527.4,527.0,408.75825,408.76,409.0,False,1718068650922
508,24905894,0.775,779.88,779.9,780.0,604.407,604.41,604.0,False,1718068650922
509,24905895,0.775,1596.3,1596.3,1596.0,1237.1325,1237.13,1237.0,False,1718068658578
510,24905896,0.775,18.79,18.8,19.0,14.56225,14.56,15.0,False,1718068658610
511,24905897,0.775,1596.29,1596.3,1596.0,1237.12475,1237.12,1237.0,False,1718068660578
512,24905898,0.775,1596.29,1596.3,1596.0,1237.12475,1237.12,1237.0,False,1718068661578
513,24905899,0.775,75.0,75.0,75.0,58.125,58.12,58.0,False,1718068663529
514,24905900,0.775,64.51,64.5,65.0,49.99525,50.0,50.0,False,1718068664508
515,24905901,0.775,11.11,11.1,11.0,8.61025,8.61,9.0,False,1718068666648
516,24905902,0.775,1290.32,1290.3,1290.0,999.998,1000.0,1000.0,False,1718068685741
517,24905903,0.774,925.26,925.3,925.0,716.15124,716.15,716.0,True,1718068690030
518,24905904,0.774,629.72,629.7,630.0,487.40328,487.4,487.0,True,1718068690030
519,24905905,0.774,2438.0,2438.0,2438.0,1887.012,1887.01,1887.0,True,1718068690030
520,24905906,0.774,1000.0,1000.0,1000.0,774.0,774.0,774.0,True,1718068690030
521,24905907,0.774,527.73,527.7,528.0,408.46302,408.46,408.0,True,1718068690030
522,24905908,0.774,986.18,986.2,986.0,763.30332,763.3,763.0,True,1718068690030
523,24905909,0.774,2259.08,2259.1,2259.0,1748.52792,1748.53,1749.0,True,1718068690030
524,24905910,0.774,1183.36,1183.4,1183.0,915.92064,915.92,916.0,True,1718068690030
525,24905911,0.774,130.0,130.0,130.0,100.62,100.62,101.0,True,1718068690030
526,24905912,0.774,299.5,299.5,300.0,231.813,231.81,232.0,True,1718068690030
527,24905913,0.774,1866.55,1866.6,1867.0,1444.7097,1444.71,1445.0,True,1718068690030
528,24905914,0.775,7.77,7.8,8.0,6.02175,6.02,6.0,False,1718068697749
529,24905915,0.774,111.49,111.5,111.0,86.29326,86.29,86.0,True,1718068709095
530,24905916,0.774,7.87,7.9,8.0,6.09138,6.09,6.0,True,1718068711714
531,24905917,0.775,1342.65,1342.6,1343.0,1040.55375,1040.55,1041.0,False,1718068720652
532,24905918,0.775,279.09,279.1,279.0,216.29475,216.29,216.0,False,1718068722653
533,24905919,0.775,11.51,11.5,12.0,8.92025,8.92,9.0,False,1718068722653
534,24905920,0.775,10.49,10.5,10.0,8.12975,8.13,8.0,False,1718068722653
535,24905921,0.775,6.89,6.9,7.0,5.33975,5.34,5.0,False,1718068722653
536,24905922,0.775,35.97,36.0,36.0,27.87675,27.88,28.0,False,1718068722653
537,24905923,0.775,998.71,998.7,999.0,774.00025,774.0,774.0,False,1718068722653
538,24905924,0.775,299.99,300.0,300.0,232.49225,232.49,232.0,False,1718068723652
539,24905925,0.775,300.0,300.0,300.0,232.5,232.5,232.0,False,1718068723652
540,24905926,0.775,742.67,742.7,743.0,575.56925,575.57,576.0,False,1718068723652
541,24905927,0.774,213.95,214.0,214.0,165.5973,165.6,166.0,True,1718068728065
542,24905928,0.774,166.11,166.1,166.0,128.56914,128.57,129.0,True,1718068733232
543,24905929,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,True,1718068733232
544,24905930,0.774,625.39,625.4,625.0,484.05186,484.05,484.0,True,1718068733232
545,24905931,0.774,3071.6,3071.6,3072.0,2377.4184,2377.42,2377.0,True,1718068733232
546,24905932,0.774,1291.98,1292.0,1292.0,999.99252,999.99,1000.0,True,1718068733333
547,24905933,0.774,169.38,169.4,169.0,131.10012,131.1,131.0,True,1718068733333
548,24905934,0.774,734.63,734.6,735.0,568.60362,568.6,569.0,True,1718068733333
549,24905935,0.774,12.9,12.9,13.0,9.9846,9.98,10.0,True,1718068733333
550,24905936,0.774,11.11,11.1,11.0,8.59914,8.6,9.0,False,1718068743153
551,24905937,0.774,31.19,31.2,31.0,24.14106,24.14,24.0,False,1718068756165
552,24905938,0.774,193.8,193.8,194.0,150.0012,150.0,150.0,False,1718068765754
553,24905939,0.774,33.59,33.6,34.0,25.99866,26.0,26.0,False,1718068767693
554,24905940,0.773,256.0,256.0,256.0,197.888,197.89,198.0,True,1718068770657
555,24905941,0.773,213.0,213.0,213.0,164.649,164.65,165.0,True,1718068773795
556,24905942,0.774,167.93,167.9,168.0,129.97782,129.98,130.0,False,1718068787336
557,24905943,0.773,2469.66,2469.7,2470.0,1909.04718,1909.05,1909.0,True,1718068789106
558,24905944,0.773,1708.97,1709.0,1709.0,1321.03381,1321.03,1321.0,True,1718068789106
559,24905945,0.773,1423.83,1423.8,1424.0,1100.62059,1100.62,1101.0,True,1718068789106
560,24905946,0.773,621.68,621.7,622.0,480.55864,480.56,481.0,True,1718068789107
561,24905947,0.773,468.0,468.0,468.0,361.764,361.76,362.0,True,1718068789110
562,24905948,0.773,643.0,643.0,643.0,497.039,497.04,497.0,True,1718068789111
563,24905949,0.773,11180.19,11180.2,11180.0,8642.28687,8642.29,8642.0,True,1718068789153
564,24905950,0.773,7293.72,7293.7,7294.0,5638.04556,5638.05,5638.0,True,1718068789156
565,24905951,0.773,1750.28,1750.3,1750.0,1352.96644,1352.97,1353.0,True,1718068789156
566,24905952,0.773,15.13,15.1,15.0,11.69549,11.7,12.0,True,1718068789160
567,24905953,0.773,154.92,154.9,155.0,119.75316,119.75,120.0,True,1718068789160
568,24905954,0.773,394.55,394.6,395.0,304.98715,304.99,305.0,True,1718068789160
569,24905955,0.773,36.21,36.2,36.0,27.99033,27.99,28.0,True,1718068789160
570,24905956,0.773,194.04,194.0,194.0,149.99292,149.99,150.0,True,1718068789160
571,24905957,0.773,9.0,9.0,9.0,6.957,6.96,7.0,True,1718068789160
572,24905958,0.773,12.14,12.1,12.0,9.38422,9.38,9.0,True,1718068789160
573,24905959,0.773,23.75,23.8,24.0,18.35875,18.36,18.0,False,1718068793851
574,24905960,0.772,518.61,518.6,519.0,400.36692,400.37,400.0,True,1718068794742
575,24905961,0.772,42.55,42.6,43.0,32.8486,32.85,33.0,True,1718068796966
576,24905962,0.772,527.73,527.7,528.0,407.40756,407.41,407.0,True,1718068796966
577,24905963,0.772,451.51,451.5,452.0,348.56572,348.57,349.0,True,1718068796966
578,24905964,0.772,147.21,147.2,147.0,113.64612,113.65,114.0,True,1718068797999
579,24905965,0.773,12.23,12.2,12.0,9.45379,9.45,9.0,False,1718068801065
580,24905966,0.773,9.85,9.8,10.0,7.61405,7.61,8.0,False,1718068828168
581,24905967,0.772,616.55,616.6,617.0,475.9766,475.98,476.0,True,1718068834546
582,24905968,0.772,6.48,6.5,6.0,5.00256,5.0,5.0,True,1718068834546
583,24905969,0.772,11.51,11.5,12.0,8.88572,8.89,9.0,True,1718068834546
584,24905970,0.772,10.53,10.5,11.0,8.12916,8.13,8.0,True,1718068834546
585,24905971,0.772,251.17,251.2,251.0,193.90324,193.9,194.0,True,1718068834546
586,24905972,0.772,8658.0,8658.0,8658.0,6683.976,6683.98,6684.0,True,1718068834546
587,24905973,0.772,3239.72,3239.7,3240.0,2501.06384,2501.06,2501.0,True,1718068834546
588,24905974,0.772,1000.0,1000.0,1000.0,772.0,772.0,772.0,True,1718068834546
589,24905975,0.772,341.6,341.6,342.0,263.7152,263.72,264.0,True,1718068834546
590,24905976,0.772,1688.91,1688.9,1689.0,1303.83852,1303.84,1304.0,True,1718068834546
591,24905977,0.772,539.45,539.4,539.0,416.4554,416.46,416.0,True,1718068834546
592,24905978,0.772,300.0,300.0,300.0,231.6,231.6,232.0,True,1718068834546
593,24905979,0.772,824.21,824.2,824.0,636.29012,636.29,636.0,True,1718068834546
594,24905980,0.772,1235.36,1235.4,1235.0,953.69792,953.7,954.0,True,1718068834546
595,24905981,0.772,1557.6,1557.6,1558.0,1202.4672,1202.47,1202.0,True,1718068834546
596,24905982,0.772,336.25,336.2,336.0,259.585,259.58,260.0,True,1718068834546
597,24905983,0.772,625.39,625.4,625.0,482.80108,482.8,483.0,True,1718068834546
598,24905984,0.772,442.0,442.0,442.0,341.224,341.22,341.0,True,1718068834546
599,24905985,0.772,1712.0,1712.0,1712.0,1321.664,1321.66,1322.0,True,1718068834546
600,24905986,0.772,1245.01,1245.0,1245.0,961.14772,961.15,961.0,True,1718068834546
601,24905987,0.772,751.99,752.0,752.0,580.53628,580.54,581.0,True,1718068835909
602,24905988,0.772,371.0,371.0,371.0,286.412,286.41,286.0,True,1718068835909
603,24905989,0.772,2438.18,2438.2,2438.0,1882.27496,1882.27,1882.0,True,1718068835909
604,24905990,0.772,996.0,996.0,996.0,768.912,768.91,769.0,True,1718068835909
605,24905991,0.772,942.0,942.0,942.0,727.224,727.22,727.0,True,1718068835909
606,24905992,0.772,500.0,500.0,500.0,386.0,386.0,386.0,True,1718068835909
607,24905993,0.772,2172.72,2172.7,2173.0,1677.33984,1677.34,1677.0,True,1718068835909
608,24905994,0.772,388.34,388.3,388.0,299.79848,299.8,300.0,True,1718068835909
609,24905995,0.772,4264.55,4264.6,4265.0,3292.2326,3292.23,3292.0,True,1718068835909
610,24905996,0.772,5829.01,5829.0,5829.0,4499.99572,4500.0,4500.0,True,1718068835909
611,24905997,0.772,8658.0,8658.0,8658.0,6683.976,6683.98,6684.0,True,1718068835909
612,24905998,0.772,1000.0,1000.0,1000.0,772.0,772.0,772.0,True,1718068835909
613,24905999,0.772,1560.18,1560.2,1560.0,1204.45896,1204.46,1204.0,True,1718068835909
614,24906000,0.772,300.0,300.0,300.0,231.6,231.6,232.0,True,1718068835909
615,24906001,0.772,3239.72,3239.7,3240.0,2501.06384,2501.06,2501.0,True,1718068835909
616,24906002,0.771,1114.41,1114.4,1114.0,859.21011,859.21,859.0,True,1718068835909
617,24906003,0.771,527.73,527.7,528.0,406.87983,406.88,407.0,True,1718068835909
618,24906004,0.771,1000.0,1000.0,1000.0,771.0,771.0,771.0,True,1718068835909
619,24906005,0.771,908.79,908.8,909.0,700.67709,700.68,701.0,True,1718068835909
620,24906006,0.772,20.87,20.9,21.0,16.11164,16.11,16.0,False,1718068836423
621,24906007,0.771,7749.21,7749.2,7749.0,5974.64091,5974.64,5975.0,True,1718068838162
622,24906008,0.771,3243.97,3244.0,3244.0,2501.10087,2501.1,2501.0,True,1718068838162
623,24906009,0.771,355.91,355.9,356.0,274.40661,274.41,274.0,True,1718068838162
624,24906010,0.771,353.06,353.1,353.0,272.20926,272.21,272.0,True,1718068838162
625,24906011,0.771,1427.96,1428.0,1428.0,1100.95716,1100.96,1101.0,True,1718068838162
626,24906012,0.771,1097.88,1097.9,1098.0,846.46548,846.47,846.0,True,1718068838162
627,24906013,0.771,844.03,844.0,844.0,650.74713,650.75,651.0,True,1718068838162
